date,rating,review
7/23/2019,5 star rating,"This spot was a little ratchet and I loved it. They charge a cover on the weekend. One night it was a live band on one side and a DJ on he other, the second night it was karaoke night. The food and service was great. Everybody was friendly and smiling, happy to be here which is a plus. I had the buffalo shrimp, which it looks like they make a lot of orders of. They were seasoned well. But they didn't have blue cheese. Weird, but whatever. I had greens and string beans which were kind of salty. But still a solid meal. If I was back in geeektown, I would definitely check this spot out again. Get some blue cheese y'all! Lol"
7/7/2021,1 star rating,Worst place I have ever been to in my life I saw bugs every where I saw a rat on the dance floor I was definitely petrified. I thought that it was going to be a night full of music and fun but I was definitely disappointed at the service and hygiene of this business.
12/5/2021,1 star rating,Over priced and soggy fried shrimp. Ask them to make well done and it was everything but that. Greasy and over priced. Waitress charged me 20% gratuity for a single meal carry out. Did not tell me this before taking my walk in order
1/7/2019,4 star rating,"I have visited Flood's several times over the past fifteen years. However, it has been a staple for members of my immediate community for several years prior to that.Floods is in a great location, across from Greektown Casino. They offer valet parking. There are also several paid parking lots ($5 or $10) and also street parking, which is a premium.There is a cover charge most nights of $10. Please note:  your person will be searched before entry as well as your handbag. This will sometimes take place outside on the sidewalk which isn't private at all. I sometimes feel this is an invasion being that there can be several men standing there watching. At the end of the day, I'd really rather be safe, so I get over it. *shrugs* Anyway; keep any personal protection items, etc. in your vehicle.On the nights that I have visited, which are usually a Friday or Saturday night, there has been a live band on one side of the venue and a DJ on the other, by the small dance floor. The music is usually great.Drinks are priced comparably and are made well ...sometimes too well *wink*. There is always a regular seated at the bar who can recommend some cool and interesting sounding concoction. There are two bars to serve you; and waitresses who do a good job of making rounds.The food varies from usual bar fare to dishes such as stir fry.There is an ATM inside in case you need extra cash.  Floods is usually filled with singles and groups of friends. The place is crowded most of the time; you will surely rub shoulders , make a pal or two, or run into a friend from work or about town."
4/4/2019,5 star rating,"One of my favorite spots in Detroit is Flood's. It's an older spot for folks to hit up, but is always a great time. If you love STRONG drinks, they will not let you down as they will have you feeling great. The food is great as I love the catfish and shrimp. The portions are smaller, but we need to eat with smart portions so I like the size cause it ain't healthy. The Mac and cheese is very good and the yams are good too. Cornbread was cool. I try to come here whenever I'm in town.My waitresses was really cool as she was familiar with Cleveland, which was really interesting."
10/3/2018,4 star rating,"Yep, I could kick it here all night. Although small, they were able to pull off a live band and DJ, at the same time, within the venue--I'll take it. We were able to find a table but it quickly got crowded. It took a while to flag down a server but once we did, the drinks and food came out pretty quickly. For some reason I was on a chicken spree (nothing new, ha) while in Detroit and ordered the wings and shrimp combo, with greens and green beans--everything was good. I was surprised by the size of the shrimp as they were huge and the wings were cooked and seasoned just right. Both veggie sides were good and cooked with meat (I think) and seasonings--if they were out a can, they sure did put their foot in them after they poured them into the pot. I also had a bite of sweet potatoes and they were on point too. We were there for a conference and I'd awaken early that day and needed to do a repeat the morning after. If I wasn't attempting to be a responsible adult (and quite frankly, coherent the next morning), I would have stayed until they put me out. But you know, this grown up adult life is something else.Ohh there was a $10.00 cover charge at the door--don't know if that was normal or if they wanted to capitalize cause folks were in town, but you know---it is what it is and be prepared just in case."
4/2/2019,4 star rating,"We came in here with my bf's friend from work. They have security outside, which is pretty cool. He checks ids and makes sure you aren't bringing in anything. The vibe on the inside is pretty cool. They have nice bar seats. We sat at the bar and they brought drinks over quickly. There was karaoke. A lot of people were having fun dancing and singing. The place was pretty full. We were not hungry, but some of the platters I saw looked delicious. I loved the atmosphere. On the side of us, some gentlemen were setting up as well. They were fixing the sound and had drums. We ended up heading put early due to work the next day. We definetely had a great time and we hope to come back soon."
2/17/2018,3 star rating,"Strolled in... on Thursday evening before 5ish!! We said Dinner, but Gloom and Rain changed all that...lol.Haven't been here in a while! and before I jump into my Bar-Side EXperience!! I love that the Ambiance was relaxed and the Speaker Volumes was fitting for this laidback Yelper.We ordered from the 'Social Happy Hour' menu -- she had the Catfish Nuggets and me the 'Jumbo Shrimp;' only FOUR! What is that all about...Well the Cocktail Sauce served with it, was Great!! We even had it with Sides of Mac-n-Cheese.....and for the Mixology Creation - Margharita and Very Apple Tini's!Here are the Stop in Pro's: Social Hour menu is under $7's, from Bites to Cocktails. A Chill spot before 615p. And Speaker selection was cool!!Service and Bill Check-out Con's: the Social menu, only dark option was Martell V.S.; need more dark options....hint, hint! Bulleit would be nice. And make sure you check your bill before you Swipe; was overCharged 25%. [Was corrected and with an Apology]Overall, experience was an okay stop in...May visit again!!"
9/13/2020,1 star rating,"This Place was Absolutely Terrible, The Food Was Greasy Our Server Kayla Was Trying To Make Bank Off The Gratuity By Charging Us A Party Of 4 All On The Same Bill, She Didn't Want To Give Us Separate Bills Until She Saw That We Had Different Forms Of Payment. We Got There At 10 Our Food Didn't Come Until Almost 11:30. The Portions Are Very Very Skimpy & I Was Still Hungry After I Left & The Prices DONT Match What You Are Getting I Paid 29.50$ & Could Have Spent That At A Strip Club & Got Way More Food!! Also Need To Work On Adding More Food To Their Menu!! OH YEA & IT WAS A 10.00$ COVER CHARGE!!"
6/19/2020,1 star rating,"Man, this hurts to write.TL:DR - food took too long, manager was not responsive, Juneteenth goal of supporting black business ruined.Attended a BLM rally on Juneteenth, and was looking for a black-owned business to literally throw money at. I arrived when the place was fairly empty, but within 30mins or so other people began to arrive. You would think my takeout order was secured. Guess again.While waiting, I ordered a few cocktails. The couple sitting next to me complimented me on my choice, and we began to make small talk. They were celebrating their 20-something anniversary, so I offered to buy them both the same cocktails I ordered. Now the place is filling up, and I closed out my tab (including a +20% tip). I wait a little longer then realize other people I watched come after me are eating. The couple's cocktails arrived, they were the wrong drinks. The bartender's response when we pointed it out: 'sorry we don't have that anymore.'90 mins after ordering, I'm growing increasingly frustrated while trying to track down what happened. Throughout the whole ordeal, the manager is too busy to show their face for a basic 10sec apology (please, management, don't worry about apologizing now; had an hour to do that while I waited for the food I canceled).Eventually voided my order. But the worst part about the entire thing: by the time I left, it was too late to order soulfood from a different restaurant to celebrate Juneteenth smh."
5/28/2018,5 star rating,"My trip to Detroit, Mi was inspired by This American Life's podcast episode ""We are in the Future""(Act 2) that aired August 18, 2017. The producer came to Flood's and I was convinced that I had to come. The podcast describes a venue with 2 sections for 2 Dj's but during my encounter they added a tent to over the outside. So it was like 3 rooms with 3 Dj's. GPS doesn't give precise directions sounds. If you make it to Beaubien St. make a LEFT on E. Lafayette  Blvd. Flood's will be on your right. They offer valet parking and $5 self parking across the street @ the church. Alright, so the crowd was of mixed ages AND I was definitively the youngest thang present (26 @ time of visit and review). As the podcast said it was definitely provides 110% of blackness between the foods and music genres being served During the Memorial Day celebration we enjoyed the chicken sandwich and the wings & catfish tenders. Other than the unsalted fries everything else was great. The catfish tenders were seasoned really well. Even though the 3 wings(drum, flat, & tip= 1) were small it was still filling. My sides were the collard greens with Mac & cheese"
1/3/2020,1 star rating,"I went to Floods New Years Eve 2020 party and my friend bought 2 tables with food and champagne, I was seated with a couple I didn't know end they walked out with a $23.00 drink bill and I'm sure it wasn't intentional. The waitress ask me where was the couple when I wanted to pay my bill and I told her I didn't know and I didn't know and didn't realize they were gone, she told me in a smart ass voice well you stuck with their bill and I said excuse me. She went and got two male employees like that was going to intimidate me and I expressed to her that I am not paying someones bill because you said so you just fukked that up, I gave her my card she charged it $33.60 and I left a $5 tip even though she was nasty to me. I purposely paid with my Cash App card to see the payment history and I have alerts on all my card.  I got the alert of the bill being paid at $33.60 minus the tip, this morning I get an alert from my card company that my card was changed $65.00 and that is fraud on every level. I contacted the card company and will be contacting the police, it's the principal you can just take my money!!!"
12/29/2019,4 star rating,Visiting from Texas and came here. Super crowded but our server was nice and attentive in the midst of the chaos. Best bar food I ever had in my life! We got the seafood sampler and a side of greens and Mac n cheese. You don't find good comfort food like this in bars in texas. I highly recommend the Bill Cosby to drink. The only thing that was a bit much is there is a live dj in the back plus live music in the front.. you are screaming for your party to hear you. All in all will definitely be back.
12/28/2019,1 star rating,"Horrible service, the food was cold. Arrived during the day shift. Don't waste your money. We waited for a hour for food. We ordered first and other customers received their food before us."
11/18/2019,4 star rating,"I have been patronizing Floods for the last 20 years. The food and drinks are always on point. Nice atmosphere but I will say that I don't like the bar/jazzy side battling with the ""party"" side. I much prefer the original layout back in the day. Still a great place to go though."
2/19/2019,5 star rating,"I have been patronizing Floods for the last 20 years. The food and drinks are always on point. Nice atmosphere but I will say that I don't like the bar/jazzy side battling with the ""party"" side. I much prefer the original layout back in the day."
11/16/2019,5 star rating,"Great vibe, live music and good food!  Definitely, a great place to gather with a group of people. Dress is casual, but as the evening progressed, people were arriving more dressed and there was more of a club atmosphere.  We were on our way out at the point, but will be back when in the D!"
10/19/2019,2 star rating,They charge a cover charge on the weekends. We got here around 830 security charges $5 if you don't have cash they do have an ATM! Which charges you $5 to take your own money out  The food is just decent! I ordered a catfish dinner and ended up receiving catfish nuggets. The yams weren't really good neither were the greens. The service was good though the bartender  kept checking on us! The food wasn't really seasoned. I'd come back they play good music! Also my Bahama mama drink tasted like juice and not liquor.
10/13/2019,2 star rating,"I have mixed reviews about this place. Service is horrible. Waitress was very slow, rude and didn't put our tables order in all together. Food is actually good. When I spoke to management ( Jeffery) about the issue he seemed unconcerned and only offer an apology. Customer satisfaction is not important obviously. Won't be back."
10/13/2019,4 star rating,"It's a bar lover's bar!! I've been here for a team get together and it seems like my kind of ""been here forever"" hole in the wall kinda place. Decent selection of alcohol and the food is not bad either."
9/23/2019,4 star rating,Hadn't been here in quite some time so I wasn't aware of how the food was. Turns out it was really good! Rivals most of the soul food restaurants in the city. I certainly recommend trying it out.
9/21/2019,5 star rating,I'm addicted to the food here lol it's always a great atmosphere every time I stop by. It can get very crowded by the staff don't keep you waiting
9/21/2020,1 star rating,"So I got over on my lunch break to order some food because they stop taking carryout orders at 10. I go to the door and the 2 large security people (one male and one female) tells me that it's a $10 cover. I say I just want to order my food. They both repeat ""$10 cover charge for anyone that comes in"" now I'm in full uniform and Floods is across the street from a 24 hour establishment and their kitchen don't close until 1am. I'm confused ‍ I'm coming in to place an order and then go back to work and you're trying to charge me $10 to come in and pick up some food that I'm about to pay for! I'm in full uniform, do I look like I'm trying to chill with y'all at 12am??? No I look like I'm on my break and tryna get some damn food. Ok another place that's off the list and I'm disappointed because their food is good but yet again the customer service SUCKS BALLS !!!! You are dead wrong for charging customers $10 or any amount to come inside to pick up food that they've already paid for. I'm well aware of how cover charges work. However, do you really think that that fair? Or would you pay any amount to walk into an establishment to pick up TOGO food, that you pre-ordered and paid for??? Certain nights you have a cover charge, cool, but how is that ok to charge ppl that are picking up TOGO ORDERS, and leaving???"
10/20/2017,1 star rating,"So I got over on my lunch break to order some food because they stop taking carryout orders at 10. I go to the door and the 2 large security people (one male and one female) tells me that it's a $10 cover. I say I just want to order my food. They both repeat ""$10 cover charge for anyone that comes in"" now I'm in full uniform and Floods is across the street from a 24 hour establishment and their kitchen don't close until 1am. I'm confused ‍ I'm coming in to place an order and then go back to work and you're trying to charge me $10 to come in and pick up some food that I'm about to pay for! I'm in full uniform, do I look like I'm trying to chill with y'all at 12am??? No I look like I'm on my break and tryna get some damn food. Ok another place that's off the list and I'm disappointed because their food is good but yet again the customer service SUCKS BALLS !!!!"
4/12/2019,4 star rating,"Was in town for work and hopped on the People Mover and came right here. It's a bar, just remember that. When you walk in, you have to show your ID and if you're carrying a bag, they ask to look inside it. If you arrive after 8pm, you'll have to pay a $10 cover. You seat yourself, there's no hostess. It's dimly lit inside, which makes it hard to read the food menu. The music i great. They have a playlist and then they have a live music. They don't have a drink menu, so you'll need to know what you want. But they can make standard cocktails like LITs, sex on the beach, etc. Beware that they make their drinks strong. They have some fine print on their menu that if you don't like your drink, you can return it but they won't refund you any money, they'll just remake the drink. The food was great. I ordered the wing dinner with mac and cheese and yams. Now being from the south, I'm particular about my yams and mac and cheese. I asked the server if the mac and cheese was good and he said yes. So I tried my luck and ordered it as a side. Much to my surprise, the mac and cheese was bangin. It was definitely reminiscent of southern style mac and cheese. The yams on the other hand, are just okay. One of my yams wasn't cooked enough. The fried chicken wings were great. They were well seasoned and fried to perfection. I also ordered the peach cobbler. I was expecting a small bowl with a scoop of vanilla ice cream. It can in a huge bowl with the ice cream on the side. The peach cobbler was great and the crust was buttery and flaky. Just how I like it."
1/5/2018,3 star rating,"Went on Thur. night for 313 Experience The band was great!!! & the DJ on pointI had mixed feeling about the other part of my Floods experience. I arrived there very thirsty, and us beer connoisseursknow that commonly an establishmentscoldest beer is their beer on tap. Floodsdoesn't have beer on tap. Next I attempted to quench my parched palette with a Margarita it was served to me minus salt on the rim,I double checked the menu to very the formula.The last straw for me was I ordered an MGD,when it was served to me in a can, that's when I knew I was in the wrong place. Floods for me was a weird science, but it works for others"
11/2/2018,5 star rating,"Food was delicious, huge portions, and inexpensive. Restaurant is very loud and crowded but definitely a good place to people watch, dance, and enjoy some great food."
12/9/2018,5 star rating,"Those lamb chops are the business!!! Honestly, all my food was good but those lamb chops were so good I still have dreams about them. I would probably plan a trip to Detroit just to have them again! The mac & cheese, fried fish, and chicken are all good too! The drinks were extremely strong, just how I like them! I would definitely go again though!"
2/10/2019,1 star rating,"Came here for a bday party against my better judgment on a Sunday night... service is horrible.Not all of the servers, but the one assigned to my table in particular was extremely rude and disrespectful. They're just very unwelcoming here. The manager wasn't particularly my favorite either. I'm just disappointed that I ended up in this establishment again.."
8/31/2017,2 star rating,"Grace is horrible!!! Her attitude is disgusting, her disposition is disgraceful. She IS the rudest person I have ever dealt with in customer service. Smile grace.... you probably can't.... but try"
2/8/2020,5 star rating,"Food was really good and reasonably priced. $20 will cover just about anything on menu.  I had the wings, catfish tenders, and fried shrimp, mac and cheese, collards.  All were delish! Service was very good.  Drinks were good. A good time to come is between 8 and 9pm, tables and chairs are still available.  They have a DJ and Live band.  Great crowd- age ranges 30-50 yrs  Casual environment. Come casual cute.  Band started turning up around 9:45.   Band added another dimension to an already great vibe. The music was rockin. $10 cover charge after 8pm.  Free before 8pm. Party crowd starts heading in around 9pm. This location closes at 2am.  Parking is about a block away on Saint Antione st. $10 but they do have valet parking at the club closer to its entrance."
4/29/2017,4 star rating,"*There's a Groupon, but it isnt valid toward happy hour specials. Expect automatic gratuity with the Groupon (18%) even if your group is less then 4*Definitely go for HAPPY HOUR (I just used cash and saved my groupon for our food), the drinks are STRONG (especially the long island). Get there EARLY, seats fill quickly and people lounge for a few hours minimum lol. Besides the extended wait for our food (around 45 min-hour), I enjoyed my time. First time having their shrimp, they were DELICIOUS! Wings and catfish were good as well, along with the greens, mac and cheese and coleslaw. We sat on the ""DJ"" side, and he played a nice mix of music. On the way out we lounged on the ""Live band"" side, they were jammin too! The only reason I didn't give them 5 stars was the wait time for our food, Floods definitely needs to hire more waitresses and kitchen staff."
5/21/2019,3 star rating,"5 stars for the live music.  3 for the food.  1 for the service.I've been before, but this is the first time I've ordered anything.Every time I've attended has been on a Thursday night and the band they have playing is amazing.  They do jazz inspired covers of pop and r&b songs and the musicianship is world class.  It's plenty loud, but you should expect that.  Dont go to a place with live music to have a conversation.On my most recent visit I ordered food, the Flood's Sampler and the steak appetizer.  It took forever to put in my order and the woman who took it acted like it was a major inconvenience.  (There were a number of people there but it was far from packed.)  It took almost an hour for my food to arrive, and when it did, I had to chase her down to get her to give it to me.  After I started eating, I realized I did not have the correct food.  The sampler I ordered included chicken wings and there were no chicken wings on my plate.  I flagged her down again, and asked where my wings were.  She said ""You ordered the seafood sampler it doesnt come with wings!"" I said no I didnt, I ordered the Flood's sampler.  She said ""you have to talk to the kitchen"", but then proceeded to grab my plate,  Another 30-40 minutes later someone came back from the kitchen with the same plate, with all the other food removed from it, and just the wings on it.  As it turned out she also charged me for the more expensive item-- the Seafood Sampler.If there had been anyone else there to talk to I would have asked for a refund on the spot.  I am still tempted to call or dispute the charges with my credit card company since I never actually got what I ordered.  It's the first time in the history of dining out that I have not left a tip.The steak appetizer was bland and slightly tough.  The catfish tenders were very good.  The wings were ok.  There was some sort of remoulade sauce on my plate, before she took it away, that was also very good.I really want to support venues that support great live music which is why I'm still giving 3 stars.  But they made it hard."
11/16/2019,5 star rating,"Great vibe, live music and good food!  Definitely, a great place to gather with a group of people. Dress is casual, but as the evening progressed, people were arriving more dressed and there was more of a club atmosphere.  We were on our way out at the point, but will be back when in the D!"
8/25/2019,1 star rating,How does this place even stay open? I've been here a hand full of times and lastnight was my last! 1.We had to pay $10 to get into a damn restaurant...Why? 2. Took forever to get service. When we did get service the bartender managed to destroy a simple Manhattan (as a bartender I'm sure that's one of the first drinks I learned to make) we each took a sip and let him know it was disgusting (he even said he that he didn't know how it was supposed to taste) so we ended up just getting woodford reserve on the rocks. He wouldn't even take them off the drinks off of the bill. So basically we had to pay for him being a bad bartender! 3. The food‍ was...ok 4.The music was nice
10/13/2019,2 star rating,"I have mixed reviews about this place. Service is horrible. Waitress was very slow, rude and didn't put our tables order in all together. Food is actually good. When I spoke to management ( Jeffery) about the issue he seemed unconcerned and only offer an apology. Customer satisfaction is not important obviously. Won't be back."
10/13/2019,4 star rating,"It's a bar lover's bar!! I've been here for a team get together and it seems like my kind of ""been here forever"" hole in the wall kinda place. Decent selection of alcohol and the food is not bad either."
6/2/2019,2 star rating,Poor Service & subpar foodI have frequented this establishment 6+ times the customer service is lacking the bartenders & servers are boarder-line rude. They allow women in with furry flippers and sandals but have a strict dress code for men?The food is o.k as it goes for soul food a bit overpriced but ok.
7/16/2018,4 star rating,"During my weekend adventures me and some friends stopped in here to grab some food and a few drinks. I had not been here in some years so I was a little excited to come again because their soul food is known to be one of the best in downtown Detroit. First my complaint, I have been a fan of establishments that charge you a fee to come in and eat. I get it that you are a bar(club type) place but geesh. You have to pay to valet, I have to pay for drinks, I have to tip the lady handing me tissue in the bathroom too!! Anywho, the good part is there was a live band(sorry I missed their name) but they were really good! We were lucky to find a seat at the bar and was quickly served and ordered some very good drinks!! We ordered food that came out pretty fast and was hot and delicious!! Also they now have an outside patio area for those nice evenings which is becoming really popular with alot of bars and such. Also there is dancing and a dj on the other half of the club. I gave it 4 stars only because of the food and drinks."
4/21/2018,5 star rating,Nice place to just hangout. The food here is great.  Right across from Greektown Casino.
9/21/2019,5 star rating,I'm addicted to the food here lol it's always a great atmosphere every time I stop by. It can get very crowded by the staff don't keep you waiting
6/12/2019,4 star rating,"Phenomenal dry rub for their chicken. The epitome of a true soul food experience. There is somewhat of a dress code and there will be loud live music but everyone will be dancing, servers and bartenders alike. A good time. Good food. Good experience."
6/5/2019,5 star rating,"I've had great experiences at Flood's during happy hour! The bar can get very full but the service has always been solid. Being vegetarian I haven't ate much, but it is my favorite mac n cheese and corn bread in town! My friends had the catfish and said it was some of the best they've had. The prices are reasonable and the drinks are pretty strong! The environment is fun and the music is on point between r & b and hip hop oldies. It can be an older folk crowd but everyone is friendly and having a good time."
6/2/2015,3 star rating,"I went here with a friend on a weeknight. We had the groupon that included an appetizer, two entrees and two drinks. We ordered the steak tips, the grilled chicken that came with two sides - green beans and a baked potato and my friend ordered the pork chops and two sides which i can't remember :)  We each ordered a dirty martini. The grilled chicken and the portions were really good and large. But the steak bites were extremely chewy and mostly fat - so I knocked off a star for that. My opinion of restaurants that do Groupons should be trying to impress the diners to bring them back for a full-price experience. Just an opinion, though. The dirty martinis were strong and we ordered extra olive juice, because they had no olive juice flavor. They did the job though, but when you're drinking for content - not just to get rowdy, you look for taste. The last star was lost because although our waitress was kind, she was barely present. We waited an extremely long time for everything for a weeknight and spent a total of three hours there. Also, when we arrived...we just sat down. No one told us where to go or greeted us and we stood very confused. I'd wait a while before returning, but it is a Detroit classic...so go ahead and get your own opinion on the joint :)"
10/1/2017,4 star rating,"Now this restaurant and bar provides live entertainment of music. You can enjoy a live band on one side and a dj on the other side. The food was decent and the drinks were too. The music was great but you have to pay $10 to get in, plus your food and drinks. Then finding a place to seat on your own. Along with bang of them all...when you enter the bathroom welcome to the candy lady with all the candy, gum, breath mints and gum, needing to charge your phone you can do it there, and there was even a pay phone in there very different especially for kids who never met a pay phone but do not bring any kid after 9 pm there it's like a night club with $5 valet parking. It's kool to try!"
9/23/2019,4 star rating,Hadn't been here in quite some time so I wasn't aware of how the food was. Turns out it was really good! Rivals most of the soul food restaurants in the city. I certainly recommend trying it out.
4/13/2019,1 star rating,Absolute nightmare! Above average food. Absolutely the worst service I've ever witnessed. We sat down to eat and watched the people that arrived before us getting up to leave because after 25 minutes they hadn't even received their water yet or had they seen their waiter yet.
11/11/2017,4 star rating,Good bar with soul food options.  Nice music.  I would have given a five star but my waitress was not the friendliest.  She seemed a little bit annoyed when I sat down.  Little did she know that I'm a great tipper and she only got the average tip from me tonight.  You never know what you are missing out on when you are not friendly.
8/1/2017,5 star rating,"Beautiful souls! Floods is definitely a great choice for an authentic Detroit nightlife experience. The crowd was lively, and the drinks were affordable and tasty. I arrived on crutches but everyone was extremely friendly and accomadating. Check it out!"
6/12/2020,1 star rating,"I don't know if it's because of the pandemic but I just ordered food from here and it was all awful. The wings were dry and old, the Mac and cheese was bland and my bfs lamb chops were meatless. The fact that we paid 65 for awful food is disheartening. We loved floods but won't be back until I know they serving fresh food again."
1/3/2020,1 star rating,"I went to Floods New Years Eve 2020 party and my friend bought 2 tables with food and champagne, I was seated with a couple I didn't know end they walked out with a $23.00 drink bill and I'm sure it wasn't intentional. The waitress ask me where was the couple when I wanted to pay my bill and I told her I didn't know and I didn't know and didn't realize they were gone, she told me in a smart ass voice well you stuck with their bill and I said excuse me. She went and got two male employees like that was going to intimidate me and I expressed to her that I am not paying someones bill because you said so you just fukked that up, I gave her my card she charged it $33.60 and I left a $5 tip even though she was nasty to me. I purposely paid with my Cash App card to see the payment history and I have alerts on all my card.  I got the alert of the bill being paid at $33.60 minus the tip, this morning I get an alert from my card company that my card was changed $65.00 and that is fraud on every level. I contacted the card company and will be contacting the police, it's the principal you can just take my money!!!"
3/23/2019,4 star rating,"First time visit, very delicious food!!!!!! So good!! Staff was friendly, music was on point!!!! The only thing I didn't like was the $10.00 cover charge and There was no seating! I ended up finding a spot at the bar but other than that, I'd go back!"
8/1/2015,4 star rating,Good foodgreat service here!  Loved the peach cobbler here!  Great corned beef!  Great jazz happening here!  They also have a groupon out there!  Makes this even better!
2/20/2019,5 star rating,"Excellent food and atmosphere. We sat at the bar and the staff was very attentive.  Highly recommend catfish, chicken wings, greens, and cornbread. Get there before 6:00 for happy hour pricing, but regular prices are reasonable as well. We will return!"
6/27/2018,5 star rating,I am absolutely floored by the staff here. They are incredible and make me feel at home. You can't go wrong for a drink and some food.
5/28/2018,5 star rating,"My trip to Detroit, Mi was inspired by This American Life's podcast episode ""We are in the Future""(Act 2) that aired August 18, 2017. The producer came to Flood's and I was convinced that I had to come. The podcast describes a venue with 2 sections for 2 Dj's but during my encounter they added a tent to over the outside. So it was like 3 rooms with 3 Dj's. GPS doesn't give precise directions sounds. If you make it to Beaubien St. make a LEFT on E. Lafayette  Blvd. Flood's will be on your right. They offer valet parking and $5 self parking across the street @ the church. Alright, so the crowd was of mixed ages AND I was definitively the youngest thang present (26 @ time of visit and review). As the podcast said it was definitely provides 110% of blackness between the foods and music genres being served During the Memorial Day celebration we enjoyed the chicken sandwich and the wings & catfish tenders. Other than the unsalted fries everything else was great. The catfish tenders were seasoned really well. Even though the 3 wings(drum, flat, & tip= 1) were small it was still filling. My sides were the collard greens with Mac & cheese"
