date,rating,review
1/6/2016,5 star rating,"A wine store like no other!First I'll start with the space.  It is a classy meets contemporary meets industrial shop.  I love what they have done with the space. The wines are organized by region and in the back they have a cool refrigerated-like room for champagne selection.  They also have a tasting room in back for wine tastings they will host with a Sommelier, who is 1 of 3 in the state of Michigan. These tastings are free and happen weekly! I've gone to a few and they are full of information and facts about the wine. Also you will notice tables lined up with a selection of wine bottles. This table features all the wine that is on special. Everything on the table is below $20.  Next customer service. They are personable, helpful and very knowledgeable.  They can look anything up and answer just about any question. They take the time to help you pick out the perfect bottle or two or ten.  You really do receive personable one-on-one experience.Finally the selection. If you are looking to venture outside of your Yellowtail or Barefoot I would highly recommend coming here. I also would recommend it to ta wine connoisseur. The selection is like no other. Only other selection I've seen like this place would be Merchant's in Dearborn. They have bottles ranging in all prices. Don't worry about parking, there is street parking available on Woodward or down the streets off Woodward or you can park in the Z parking Garage and Pure Vin will validate 1 hour of parking :)"
9/16/2018,5 star rating,Everytime I come to Detroit I always come to this Winery it's by far the best winery that I've gone to and I do like to go to different wine tasting places. The staff is very friendly and they know a lot about the wines and the people that come in. I gave a vague description of what I wanted and they hit it on the nail not only that but they were able to order the wine that I got last time and it's only going to take a couple of days to get here very excited that I got a chance to come here again and I highly recommend not only buy one from this place but also get on their emailing list they do have a lot of different wine tasting and events.
12/16/2018,5 star rating,"The best wine experience I've ever had! I know nothing about wine. The staff were so helpful, they educated me on the best wine to pair with my meal."
12/29/2016,5 star rating,"I love this place! So, I live in Houston, TX and was in the Detroit area for the Holidays. I saw a news segment on the House of Vin and told my friends we should check it out. When we went, we were so impressed by how organized and easy it was to navigate! The sales lady was sooooo helpful!!! And I love how they have such a variety of prices! I will definitely visit this place every time I return home :-)"
9/17/2018,4 star rating,"How can I express how much I LOVE THIS PLACE! The staff is so knowledgeable and friendly.  My only gripe is I don't think my favorite Cognac is ever coming back. If you are in the downtown Detroit area,  this is a must stop location."
2/28/2016,5 star rating,Beautiful space. Friendly and helpful staff. Wine tasting was a great experience. Great selection of wines.
9/11/2016,5 star rating,I love this place. I am a young wine drinker but when I go here Regina always takes care of me and she always helps me to find a great bottle of something. In addition the store frequently offers wine tasting that help to educate you on different process of making wine and how to pair your wine perfectly.
7/7/2016,5 star rating,"Amazing wine shop downtown on Woodward Ave! I accidentally stumbled upon this fabulous spot while walking to my car after dinner with friends. The walls are lined with endless bottles arranged by country, from local to international selections personally chosen by a renowned Master Sommelier! This spot has so much to offer-- from serving as a great gathering place for groups; to gifts of wine or accessories; to an all glass chilled room chick full of sparkling champagnes; to tastings and other social events. The staff is super friendly and invited us in, gave us a tour, offered us a free tasting, directed us to their website and signed us up for the rewards program. This is definitely Detroit's hottest new wine spot that every local wine lover should check out.,"
6/13/2016,5 star rating,My fiance and I were looking for quality champagne for our upcoming wedding and found a great selection here in their champagne room. The co-owner was so kind and gave us a few recommendations that I think will fit the occasion perfectly. The shop is gorgeous and offers a selection that we were unable to find in the places we looked in beforehand. Highly recommend!
6/2/2016,5 star rating,"This is a new, beautiful, and intimate venue.  The store owners are very professional and helpful. The wine tastings are free and very frequent, so you are bound to find one that fits your schedule."
5/3/2016,5 star rating,Amazing wine shop with a very knowledgeable master sommelier who picks the wine. They also have multiple wine tastings during the month. Which is nice so that you can taste wine amd discover what you like. Prices are very affordable.
4/12/2016,5 star rating,I visited this establishment and had a very good experience. I am a wine lover and I was not disappointed. One of the owners even tapped into a wine palate I didn't know I had!! Lol... She introduced me to a very good Rosè. I had a great time tasting a learning new things about wines and she was very knowledgeable!! I walked away with a nice variety of wine and even a very affordable bottle of champagne. It's a must go to spot!!
2/28/2016,5 star rating,Beautiful space. Friendly and helpful staff. Wine tasting was a great experience. Great selection of wines.
2/7/2016,5 star rating,"Teri, Regina and Gina have such a beautiful space that is devoted to serving the curious, cultured and novice wine drinker. My bf and I were stuck in the D during the snow storm and Teri suggested the Susana Balbo Malbec after I mentioned how much I love Malbec.Let's just say that tasting this line feels akin to literally stepping into the plushest Guccislippers- ever. These women know exactly what they are doing and I will certainly be back to visit....hopefully for their free tasting next time. With Love from Harlem, Jantell"
1/6/2016,5 star rating,"A wine store like no other!First I'll start with the space.  It is a classy meets contemporary meets industrial shop.  I love what they have done with the space. The wines are organized by region and in the back they have a cool refrigerated-like room for champagne selection.  They also have a tasting room in back for wine tastings they will host with a Sommelier, who is 1 of 3 in the state of Michigan. These tastings are free and happen weekly! I've gone to a few and they are full of information and facts about the wine. Also you will notice tables lined up with a selection of wine bottles. This table features all the wine that is on special. Everything on the table is below $20.  Next customer service. They are personable, helpful and very knowledgeable.  They can look anything up and answer just about any question. They take the time to help you pick out the perfect bottle or two or ten.  You really do receive personable one-on-one experience.Finally the selection. If you are looking to venture outside of your Yellowtail or Barefoot I would highly recommend coming here. I also would recommend it to ta wine connoisseur. The selection is like no other. Only other selection I've seen like this place would be Merchant's in Dearborn. They have bottles ranging in all prices. Don't worry about parking, there is street parking available on Woodward or down the streets off Woodward or you can park in the Z parking Garage and Pure Vin will validate 1 hour of parking :)"
12/26/2015,5 star rating,Beautiful selections and a champagne tasting room. This place is literally a mini Binnys!!!The Owner and her mother were helpful and knew their stuff.I Bought a red Zinfandel that you cannot get at many other spots...Cannot wait to come back and check this place out when I come back to town in a few months...
