date,rating,review
3/9/2022,5 star rating,"Wow! Is all that I can say. I have eaten all over the US & some other countries as well. This was by far one of my favorite Experiences. The ambiance is amazing. It's comfy & cozy. Elegant & classy. The service was on point & even price wise totally reasonable. Now let's get to what really Matters... the FOOD. I ordered the salmon Jambalaya & BABY!!!!!!!! It was DELECTABLE. I can't even begin to describe it. The Salmon was perfect! The plating, the Flavor & the Flow of the Various Ingredients... I Mean "" YOU HAVE TO GET HERE"". It was spicy but not overpowering and the spice doesn't even LAST.. it's literally PERFECTION! The dry rub wings, I'll just say they are Golden & CRISPY! The Mac&Cheese is well cooked and Not overseasoned.  - OH & don't forget the Lump Crab CAKE! Please just indulge!..."
3/14/2021,5 star rating,"Savannah Blue is a safe choice. It's the restaurant you can trust if you want a soul food fix, with an ambiance that offers a touch of class- compared to standard soul food restaurants. Additionally, the food is consistent... meaning I've never tried anything that was displeasing. I know some find the Mac n cheese to be bland,  considering cheese is already salty, the Mac n cheese is tasty, and most importantly has the rightly baked texture and never watery. When I think about consistency in food, I like when I can return and the food at least taste the same if not better, but definitely never worse. I've had their grits, fried catfish, and all of their sides. Their snapper as I have pictured is my absolute favorite!"
3/5/2022,5 star rating,"This was my 3rd visit, haven't been in 2 years because of Covid. But food is still great from Oxtails, shrimp and grits, corn bread, Mac and cheese, yams, fried chicken breast, fried okra, catfish, crab dip. I was with a group of 6 and we shared dishes. Service is friendly and efficient. Parking is $10 but lot is safe with attendant. Reservation is high recommended if not required. You probably won't get seat with reservation on weekends.Sorry I did't try desserts, was too full."
1/11/2017,5 star rating,"Top notch restaurant. Food is great! I had the ox tails which were fallen off the bones. You will be tempted to suck on the bones. The good bread and grits were awesomely tasty. Wife had crab cakes which was also very good. Very good price, clean joint, cozy, and smooth ambience. I highly recommend. Make a reservation because you probably won't get a table if not."
11/12/2020,5 star rating,I was finally able to try this place. I reserved a table online. There is a 15 grace period. The place is pretty inside. I like the set up. There is a piano in the dinning area. The food came out fast. I got shrimp and grits with out mushrooms. This was delicious. I did not care for the mac and cheese. It was too dry for me. I got greens instead.
5/25/2021,5 star rating,"Let me start off by saying, Savannah Blue did not disappoint! The food and service was all outstanding."
1/31/2022,1 star rating,"My guest and I had an amazing time then we were alerted by the reservation forum we used, that we were no shows. That's a bummer! Because they charged us for ""missing"" our reservation. Although, the food was definitely worth the visit. SavannahBlue needs to treat their customers better."
11/23/2021,3 star rating,Food is good but i made reservations at 8 pm and now it's  9 and still no food just sitting at the table. I like the vibe inside and the musics good.. I'm pretty sure when i get the food I'm not gonna eat it all just because I've already ordered two drinks. Service is slow i seen someone say that in a previous review and i can understand why.
10/9/2021,3 star rating,We went back again years later. We sat by a dusty piano. Music was way too loud and a shouting match broke out in the kitchen. Good value for your meal but the fried chicken wasn't seasoned to my liking and parts were dry. Don't think we'll come again. Black eyed pea hummus is still amazing but they hardly gave us enough bread for the portion.
4/7/2017,5 star rating,"Mature ambiance, food seasoned to perfection, friendly and fast service, fair portions and price. I was very impressed and will be recommending to friends and family. For reference, we ordered Georgian hummus, shrimp and grits, and fried chicken. A small helping of cornbread gets served to your table too. There is parking behind the restaurant and on the street."
11/20/2021,3 star rating,Limited menu with mainly seafood dishes. They were out of Mac and Cheese. You would think with such a limited menu that they would have the items available on a Friday night.
11/19/2021,5 star rating,Worth every penny! Wasn't quite sure what I was getting myself into but I knew I love soul food. The decor was really nice and the waiter was even nicer. Got the shrimp and grits and I highly recommend!
9/6/2021,5 star rating,"This place was a real delight! A friend and I went on a Wednesday night and thankfully they were able to seat without a reservation. The little corn cakes that they start the table with were soooo good. I could have eaten those all day! Service was super nice throughout, checked in regularly, super helpful. For my meal I went with the shrimp and grits, which were fantastic. Full of flavor, so so good. Went with a Cherry Smash cocktail, and it was incredible! One of my favorite cocktails, to be sure. Henny VSOP, cointreau, lemon. Simple, sweet, spectacular. I would come back here again for just the cocktails they were that good - though the food was also great. Upscale soul food sounds like an apt description to be sure. Parking outside has an attendant that is charging you to park for the restaurant, cash only - just to be aware. There's a parking garage nearby and ample street parking that you can use your card for, but you should know that the restaurant-marked parking is cash only. Will definitely be back for this spot!"
4/11/2021,1 star rating,Ripped off! I'm so irritated writing this review because I feel like I got completely ripped off. I ordered the seafood chowder and what came out was definitely NOT anything close to seafood. It was potato chowder. I called the restaurant to see that it wasn't a mistake with the order and they confirmed it is the right order. There was absolutely ZERO seafood in it. Instead it was potatoes (which are not mentioned anywhere in the description) and salty tomato soup. Disgusting. Do better.
7/30/2016,3 star rating,"Really really good food. The seating is extremely disorganized in the lounge area. I won't recommend going to this place without reservations confirmed. Finding seating in the lounge area is like fighting for open seats in the Wild West  with other diners (not what I want in a good dining experience). The first time we came here, the hostess was super snotty and terrible! The server made up for it. The food was amazing so we gave it a try again. The second time around, we did have reservations so it was much more smooth sailing to getting seated. Again, the food was so good but it was so loud, we couldn't hear each other speak. So, instead of hanging around for more drinks after dining, we went to another spot."
8/17/2019,4 star rating,"Savannah Blue is aesthetically one of the nicest soul food restaurants I've been to.  It's spacious and tables are spaced far enough where you don't feel like you're sitting too close to another party.  The decor in the dining area in the back consisted of older pics from a different period that were cool to see.  The food was also very good!  I ordered catfish with yams and asparagus.  The asparagus was very good but found the yams to be a little bland.  The catfish was seasoned and cooked perfectly.  One of my friends ordered the hummus and a salad- which she really enjoyed.  The other is a vegetarian so she ordered collard greens and mac and cheese.  She was happy with her choices also.The only thing thing that I could have made the experience better was the service.  It took our waiter awhile to take our order and to bring the bill when we asked.  Other than those times though, we got really great service. And the service was still better than most soul food restaurants I've been to.  I still plan to visit again next time I'm in Detroit."
1/29/2022,5 star rating,"I was inspired to leave this review because last night I had THE BEST! experience.  The food, my drink; Excellent! Germaine at the bar made me the most delicious, blueberry lemon drop. It was fresh and juicy like a lemon drop should be! AND blueberries that were inside were so sweet and delicious. But wait...! The Foood!  Ordered the Red Snapper, which was SUPERB. I am a southern girl and know fresh fish! It was sizzling hot, crispy & fried in cornmeal! The bed of tomato/sausage rice that lay underneath, omg. And the collard greens and yams!!!! The yams! Truly the best I have ever had; sweet, candied with a hint of maybe lemon and orange!  And the presentation of everything, truly 5 stars!  Also, everyone we encountered from the host and bartender staff were welcoming, professional, and on point! This is rare to be hitting all marks, so wanted to share. Whomever is the Chef, I bow to you, same to management and owners, appreciate you."
12/10/2020,3 star rating,"We were super excited to check this spot out based on reviews, however, our excitement was crushed by our experience from security/doorman. My husband wanted to drop me off since it was so cold & he went to find parking. The doorman was rude & also seemed irritated that we did not have reservations (after entry we discovered there was no need because the place was practically empty when we arrived-possibly 5 other tables). Back to the doorman, I tried to enter and he told me I had to wait for my husband, REALLY?! We are not from Detroit but quickly learned that parking is not easy. So there I waited, in the cold. It wasn't until a actual gentleman came out & stated that I could wait inside & he seemed surprised that the doorman didn't allow me in. I let him know that the doorman told me to wait outside. My husband was frustrated that I was made to wait in the cold. Damper. Overall ambiance after entry was cool. Two sections for seating, we were set out of bar area. What was more disappointing was the ""strict"" dress code & standards listed on their website, especially after the lack of hospitality of doorman. I was also unimpressed with what looked like dollar store silverware...if you have high standards for patrons-step your game up. Service was good. Our server Christin C. seemed apologetic about the dirty plate I handed her that was already set out on table. The food saved the night, minus the small piece of aluminum foil I almost swallowed. Seriously the food was delicious so I hope they put more effort into restaurant experience overall."
6/6/2019,4 star rating,"While traveling to Detroit for business, I have a few opportunity to try some nice restaurants. On the first evening, I went out with a small group of people from Japan. They usually are taken to steakhouses, for that is what they are familiar with when they travel to the US. Now, I wanted something more unique, different, and interesting. Once we were settled at our table, they brought huge pieces of cornbread! My goodness! They looked really good, but unfortunately, it was just a-ok... it was kind of dry... Now, the main food. I told the Japanese guys about what they have, and they were mostly interested in Fried Catfish. Why? Well, you can't really find that in Japan. They all ordered it with different side dishes, and they all absolutely LOVED it! For me, I had something different in mind. I wanted the Whole Red Snapper w/ Savannah Red Rice. Can I get ""WOW!"" on the photos? And the fish was quite amazing, it was as good as it looked! The crispy exterior was keeping the inside moist and juicy, packed with flavor! It was a fun dish to have for sure. This dish was so huge and filling, I could not eat them all... I also had Collard Greens and Mac N' Cheese. The collard greens were good, but the Mac N' Cheese, not so much...since the main dish was so amazing, compared to that, these side dishes didn't shine at all. The service was good, not overly friendly but polite and professional. We were well taken care of. My colleagues enjoyed the food so much, they wanted to go back the next evening! We didn't have such opportunity, but they did get an awesome dining experience they will not forget!"
2/22/2022,1 star rating,Honestly the chicken was good but the sides (yams/ mac and cheese) was extremely bland it was not good at all also the waiter (Jermaine) we had was absolutely terrible he was short rude complained about how he wanted us to hurry up and order he was awful to be honest I will never come here again not that it matters but just to give everyone a heads up.. it's way to expensive I can have my 5 year cook better sides than them I would rather got to KFC its cheaper and tastes better...
9/14/2019,5 star rating,"I love this cool restaurant. We made a reservation for 7:30pm on a Saturday night. The restaurant wasn't too busy when we arrived, but gradually got busier when it got closer to 9pm. It seems like a popular nighttime spot.The dimly lit lighting and pleasant music created a great atmosphere. We ordered the catfish fritters as our appetizer. They were good and included a savory remoulade. Our waitress highly recommended the red snapper as a main course. Both the fish and accompanying rice were seasoned well. I really liked this dish.  My husband ordered the fried chicken and said it was good, but we both felt that the snapper stood out more. If we came back again, we would likely just share the red snapper since it was more than enough for 2 people. We had tons of left overs. The mac and cheese was very good and I would get this again as well. I am sad that I was too full to try the sweet potato bread pudding, but that sounded like an amazing dessert."
4/15/2019,3 star rating,"Cool interior, authentic food and , slow serviceI came here while in town for business and brought a few coworkers with me. I'm from Florida so Savannah is only a short drive and southern cuisine is plentiful, so I have high standards. We ordered a large amount of food and everyone at the table was very happy (they were all from Chicago and California). Personally while I thought a few items were really good (Crab Cakes and Jumbalaya), I thought it was mediocre overall. In addition the service was very slow (both drinks and food) even though the restaurant was nearly emptyThe fried snapper had a great presentation although the breading was not my favorite. The Blackened Shrimp was excellent. Overall it was a decent southern style restaurant in the middle of Detroit. If I wasn't from the south I would likely rate it much higher. Go for the crab cakes alone!"
6/26/2019,4 star rating,"Let's start on the low points first.This is a restaurant on the second floor which makes it not accessible for those unable to walk up the stairs. I did ask once inside to be certain and was told no. I actually was a bit shocked about this.Next up is parking. There did not appear to be dedicated restaurant parking. Based on their unique location street parking in front of the building isn't an option either. You will have to park a few blocks over in lot parking/garage parking or if you can find street parking. This can get pricey on game nights, concert nights or any other downtown event night.The service was on point. Our waiter was friendly, attentive but not over bearing and knowledgeable.Our food was decently portioned and flavors were great. Sadly there are only two deserts to choose from and I didn't enjoy either (we each got one) Access, parking and dessert aside, I did enjoy the entree and starters. I may go back"
3/7/2020,5 star rating,"The first time I came here was with a friend, for lunch...and it was great!  I had the catfish fillets with two sides, collards and yams!  And it was perfect!  Loved it.  A few days later came here with some gal pals after a convention in town...and we all loved it!  Had different things, and everyone seemed happy with what they got...food is good!  Flavorful and hit the spot!They had my favorite ginger beer, so I was winning just with that!  The chef ran out of ox tails and so fixed a special dish for me and I was very appreciative...and he came out to tell me.  Which he didn't have to do.This place was one of the highlights of my trip to Detroit. Will definitely come back for a visit, if and when I am back in Detroit again!"
1/30/2022,3 star rating,It was ok. Definitely not a place for older people or people with with mobility issue
9/15/2021,1 star rating,"Unfortunately the service was not good. Ordered a bottle of Belle GlosWhich usually runs for $50 if purchased in store, they had it priced at $85. Our server came back with a completely different wine, did not ask if that would be ok and proceeded to open it. I stoped him and told him that was not the correct wine that we asked for and he stated that they were currently out of the Belle Glos and the wine he brought over was the only Pinot they currently had. It was a bottle of Angeline which runs do $9 if purchased in store, yet we were still charged $85 for the Belle Glos. There was also some confusion with our entrees. Felt like they took advantage, was highly disappointed. Will not be returning."
11/28/2021,5 star rating,"We tried this place last night. The Seared Salmon w/ Shrimp Farro Jambalaya was excellent and the Georgian Hummus appetizer was too! The service could not have been better. Everyone was was so friendly, from the man that greeted us at the door, to the hostess that helped us with our coat as we left, and Sara our server could not have been any better! Would go back again."
1/1/2020,5 star rating,I finally got a chance to checkout SavannahBlue since sooo many people have been raving about it! Everything about this restaurant screams classy. From the moment you walk in prior to going up the steps you are greeted by a friendly doorman. Then upon arriving at the hostess stand you are again greeted by pleasant staff. Our server was very knowledgeable about the menu and made great recommendations for my boyfriend and me. For me it was an amazing cocktail that wasn't even featured on the menu but after getting and idea of what I wanted he though it would be a good choice and it was (I think it was a raspberry mule..?). Then we ordered the fried green tomatoes and crab cakes both were delicious although must admit I wish there were 3 vs 2 pieces for the fried green tomatoes. I ordered the seafood boil which was good and very filling but my boyfriend can't stop raving about the burger recommended by the waiter. Our date night couple also enjoyed the food and my friend who is abstaining from bread couldn't get enough of the cornbread! The overall ambiance is extremely comtemporary. Check it out and I am sure you will be pleased that you did. :) -Returned for another date night with my fiancé and we were just as pleased as we were on our first visit. I heard the oxtail ab risotto was one of their top dishes so I ventured out and ordered oxtail for the very first time ...while I've tried it before I've never officially ordered it. The oxtail was AMAZING and I highly recommend ordering it if you want to try something different. The risotto was also fire!
11/27/2016,5 star rating,I finally got a chance to checkout SavannahBlue since sooo many people have been raving about it! Everything about this restaurant screams classy. From the moment you walk in prior to going up the steps you are greeted by a friendly doorman. Then upon arriving at the hostess stand you are again greeted by pleasant staff. Our server was very knowledgeable about the menu and made great recommendations for my boyfriend and me. For me it was an amazing cocktail that wasn't even featured on the menu but after getting and idea of what I wanted he though it would be a good choice and it was (I think it was a raspberry mule..?). Then we ordered the fried green tomatoes and crab cakes both were delicious although must admit I wish there were 3 vs 2 pieces for the fried green tomatoes. I ordered the seafood boil which was good and very filling but my boyfriend can't stop raving about the burger recommended by the waiter. Our date night couple also enjoyed the food and my friend who is abstaining from bread couldn't get enough of the cornbread! The overall ambiance is extremely comtemporary. Check it out and I am sure you will be pleased that you did. :)
7/28/2021,2 star rating,"I was a first time customer, I had to call this place like 4 times to place an order after someone finally answered she put me on hold and then hung up had to call another 3 times before someone answered i was placing 5 carry outs 4 chicken breast meals and a catfish meal i was informed that i HAD to get fries with ALL of my meals and i cannot substitute them (it's their new rule) so i had to pay extra for the sides i actually wanted bill came up to $140, finally after a 30min maybe a lil longer wait of course the fries were SUPER nasty and we all hated them, the greens was good and the Mac was ok, most likely won't be coming back."
12/29/2019,3 star rating,"I took my aunt here for the holidays. It was both of our first times visiting. I ordered the braised ox tail and she ordered the fried whole red snapper. The ox tail dinner I had to initially send back because the accompanying risotto was crunchy and not done. The second try they didn't make a completely new dish, which I requested, they simply switched out the risotto. The new risotta was overcooked and had so much cheese in it, it was gooey. I told the server and she just kind of stood there. I ate most of the ox tail, but did not touch the risotto. The server clearly knew I was not happy with the meal and didn't even try to offer something else. My aunt loved the snapper. The only part she wasn't fond of was this sweet sauce that was drizzled on top. I tasted the snapper and it was quite flavorful. I also didn't like the glaze that was drizzled on top. If I return, I will order the snapper sans the glaze drizzle. The bed of rice it rested on was a tad bit spicy and we'll seasoned. The ambience was perfect for a date night. The lights were down low and each table had votive candles. It gave for a romantic atmosphere. I would suggest this restaurant."
6/23/2021,5 star rating,"Our party of three loved everything from the sweet potato salad to the salmon entree. Upscale soul food at its finest. Fast, friendly service in a modern jazzy setting. We will be back!"
1/10/2020,3 star rating,"A beautiful restaurant but the service was pretty hit or miss. I really loved the crabcakes they were really outstanding probably the best I've ever had and the sauce with it was so delicious it was a Cajun remoulade.And we had a really good corn bread and a really good house salad but the mac & cheese, cheddar risotto and beignets really disappointed but my mother really enjoyed her red snapper it was quite an impressive thing. Dining room was so loud it was hard to hear but the hostess told us this was unusual."
9/27/2020,5 star rating,Love it! The whole staff was great and the food was excellent. We had the crab cakes for an appetizer and they were on point. My guy had the fried chicken with greens and sweet potatoes and I had the whole snapper. Next time I'm in Detroit I will come back.
12/19/2021,5 star rating,"Never disappoints. Savannah Blue is a gem in downtown Detroit. Great food , regardless of what you choose on the menu, you won't be disappointed."
3/20/2020,5 star rating,"This is a hidden gem, for sure. The street entrance resembles a speakeasy door, and you must ascend a considerable amount of stairs once you enter. Upon arrival, however, you will be pleasantly surprised by the intimate, dimly lit ambiance, complete with a beautiful bar and lounge. It is reminiscent of a very modern, high- end New Orleans jazz club. The vibe is intimate and the food and service are phenomenal. This is the best comfort food wrapped in a sultry, sophisticated package. We started with the recommended Blackthorn, which is a twist on the Manhattan. It was the bomb! After drooling over all of the options, we decided on the buttermilk fried chicken, fried catfish, Mac and cheese, candied yams and collard greens. We were pleasantly surprised to receive the complimentary cornbread, which is infused with butter and glazed with honey. Both the catfish and fried chicken were perfectly spiced and crunchy on the exterior, but amazingly moist inside. The chicken was particularly juicy and came with an amazing maple pecan sauce. The collard greens were the best I have ever had, despite the fact that they use turkey in lieu of pork. This was a rare occurrence of fabulous taste and beautiful presentation with all of the dishes. Our server was amazing and suggested that  next time, we try the oxtails and beignets. Absolutely!!!"
11/30/2019,5 star rating,"This is a hidden gem, for sure. The street entrance resembles a speakeasy door, and you must ascend a considerable amount of stairs once you enter. Upon arrival, however, you will be pleasantly surprised by the intimate, dimly lit ambiance, complete with a beautiful bar and lounge. It is reminiscent of a very modern, high- end New Orleans jazz club. The vibe is intimate and and the food and service are phenomenal. This is the best comfort food wrapped in a sultry, sophisticated package. We started with the recommended Blackthorn, which is a twist on the Manhattan. It was the bomb! After drooling over all of the options, we decided on the buttermilk fried chicken, fried catfish, Mac and cheese, candied yams and collard greens. We were pleasantly surprised to receive the complimentary cornbread, which is infused with butter and glazed with honey. Both the catfish and fried chicken were perfectly spiced and crunchy on the exterior, but amazingly succulent inside. The chicken was particularly juicy and came with an amazing maple pecan sauce. The collard greens were the best I have ever had, despite the fact that they use turkey in lieu of pork. This was a rare occurrence of fabulous taste and beautiful presentation with all of the dishes. Our server was amazing and suggested that  next time, we try the oxtails and beignets. Absolutely!!!"
9/22/2021,5 star rating,"We were in town to see MGK and stopped at Savannah Blue for some soul food and LET ME TELL YOU- everything about it was fantastic. The people working there are so personable, the food is incredible (we had the oxtail and catfish) and the atmosphere is like dark smooth jazz  Mesheka and the staff treated us so so well   10/10 would recommend!"
6/26/2019,5 star rating,"-Went on a Tuesday for a surprise birthday dinner.-Drinks were awesome! Loved the ""Frida""-Food was fabulous! Except I didn't expect the seafood chowder to be tomato-based. Not bad just not what I was expecting-Ambience was soothing yet sultry! Playlist was on point!-Wait staff was great except our bartender was also our waitress. I just felt bad because she had to handle multiple sides but our table was across from the bar so it worked out.Go there for any occasion and you will be satisfied!"
9/29/2021,5 star rating,Fantastic appetizers and a great cocktail menu! Kind and personable staff made this a restaurant that we will visit again soon! Thank you!!
9/3/2020,5 star rating,"So excited this restaurant has opened since Covid-19!! Excellent food, beyond amazing service, atmosphere is a vibe!! Let's not talk about the cocktails!! You won't be disappointed"
3/23/2020,5 star rating,Savannah blue is a hidden gem!  You must climb a flight if stairs to get here!  Great salads!  Great h'dors.  Always good music!  Stop & check it oit
2/21/2021,5 star rating,I've never had grits before... But I never expected grits would blow my mind so hard. Their shrimp and grits dish is seriously TO. DIE. FOR. If you ask me about my selection for last meal... Believe me when I say shrimp and grits from savannahblue will be up there on my list.
12/29/2019,4 star rating,"SavannahBlue reminds me of the tv show Black-ish.  The restaurant's menu is sorta soul food. The ambience is sorta upscale.  And, just  like Black-ish, SavannahBlue is a ""hit.""  SavannahBlue serves up soul food right?  Well sorta.  The menu includes soul food staples, but it also includes Whole Red Snapper and Braised Oxtail, items generally not contained on a soul food menu.  (Maybe the menu is soul food inspired) On my visit, I ordered the Fried Chicken with Collard Greens and Sweet Potatoes.  My dinner companion had the Braised Oxtail and Seafood Chowder.  Overall, the food was good.  I tried my companion's Oxtail, it was tender but lacked seasoning for my taste.   Where SavannahBlue excels is its ambience.  The restaurant is located downtown away from the heart of the downtown.  It's in a nondescript building, believe me if you're not looking for it you would walk/drive right past it.  So, in order to enter you walk up a flight of stairs where you are greeted by a hostess table.   Once you enter, the first thing you notice is the bar.   The hostess escorts you to your table, which is past the bar into a separate dining area.  The dining area is dimly lit, but not to dark.  On my visit, I sat next to a window with a view of the People Mover.  The restaurant has a cozy, intimate feel.  The ambience is perfect for a date night or gathering of friends.  It doesn't feel like you're in the Detroit, it's kinda upscale but not really.I enjoyed SavannahBlue.  And, just like Black-ish, SavannahBlue should appeal to a wide audience of people.  For anyone looking for a cozy place to eat with some non-traditional soul food selections, I would recommend SavannahBlue."
2/25/2020,5 star rating,Food was delicious my first time there!I had the shrimp and grits it was outstanding plate got Polished! We also had salmon  collard Greens and mashed garlic Yukon's they where Also very Good! The corn bread was Heaven sweet and buttery melt in your mouth! The service was outstanding and the place was full! Our Server was Dee and she was Great!
