date,rating,review
3/5/2020,3 star rating,"It's a small carry out spot. A rather high counter top where you order and cash out. Makes for signing the credit card fun. Looks less than appealing on the outside and the inside too. My husband wanted to run for the hills upon getting a sight of the inside. We ordered the triple chicken: jerk, BBQ and curry chicken. It comes with side of rice and peas, plaintains and cabbage. I got an extra side of cabbage. It's not fast food and takes a bit of time, food is prepared fresh to order. Takes about 15-20 minutes.Better and more efficient to have an idea of what you want since it can get crowded in here and there's not a lot of room if the lines long at all. It's been 16 minutes, only order 11 is out. We are order 17. No pagers here, you just have to wait. 22 minutes, no more orders out yet. The woman that has order 14 has been here for almost 30 minutes now. 35 minutes later and order 14 and 15 are out. It's all out of order, it seems. A few minutes later and finally our order was called. We were never told how long our food order might take. Had no inclination it would take so long. My husband was very reluctant to order food from here at all, after seeing the inside store upon entry. He wanted to leave as soon as we crossed the threshold. He said he sensed the kitchen wasn't the cleanest and wasn't certain if he would be eating the food even. The curry chicken wasn't bad, the jerk chicken and the BBQ chicken are better.  They don't give big portions of any of the 3 items. Mostly beans and rice on the bottom, below the meats. The jerk chicken has a bit of kick, it's not bad. It was the better of the three. The cabbage is really bland, regretting the added side of it now. Added Tabasco to give it a bit of flavor. The plaintains are sweet, as expected. The wait here was much longer than expected, even for a nice sit down restaurant, which, this clearly is not. The food overall wasn't bad, the jerk chicken was the best of the triple chicken. The cabbage wasn't worth the money. As long as you are prepared to wait at least an half hour or longer for your food, it's not half bad then."
12/20/2021,4 star rating,Overall amazing food and I had great customer service. We're drove from about 3 hours away and this is the best oxtail I've had since being in Jamaica!! Brown stew chicken was also fire - I inhaled the food before I could get a picture but 10/10 would recommend. I docked 1 star because the large portion of oxtail had the same amount of meat as the small oxtail we ordered
7/9/2021,1 star rating,"First of all it took well over 30 mins to make a jerk salmon. I initially thought it would be worth the wait based on previous reviews from people who obviously have no clue about Jamaican cuisine.  I should've gotten my clue when the person at the register didn't know anything about a rundown snapper or stew peas. My dish was basically a piece of salmon with jerk sauce from those gallons poured over it. It should've taken them no more than 1 min to create this mess. I've told the young man at the register, NO SWEET PLANTAINS"" There they were at the corner of my plate. I'm all to support small businesses, but I'm not gonna promote nor support mediocre food.  Just call your restaurant ""The Pot"" remove the Jamaican part, it's a disgrace."
7/24/2020,5 star rating,"Loved it! I got a small jerk chicken lunch special and had leftovers.  It was perfectly spicy, the plantains were perfectly soft and sweet with some crispy bits and the cabbage was also amazing. Cabbage being amazing says a lot... and they have patties! There was a constant line but we didn't wait long. We sat in the car for maybe 10 minutes (the waiting area is small) then went back in to check and it was ready a few minutes later."
12/10/2021,5 star rating,Hole in the wall but omg the food is amazing I can't wait to go back and try a little bit of everything!
6/6/2020,5 star rating,"I would highly recommend this restaurant for Jamaican food! I ordered the triple chicken delight in a size medium and pepper steak in a size medium. In the triple chicken delight, I ordered the jerk chicken, brown stew chicken, and bbq chicken. The brown stew chicken was so tender it almost fell apart on my fork (in a good way)! I really liked the flavors of the bbq and jerk chicken but the jerk chicken was my favorite. All the chicken is boneless. The meat is served on top of a bed of rice and beans. It also comes w a side of veggies and plantains. Portion sizes were really large and could be shared by 3 people. Takeout was served hot and it was still warm by the time I got home 30 min later.I would recommend ordering 30min before you intend to pick it up if you order through their website. Plenty of parking in the parking lot to wait for pickup. It gets crowded even for takeout!"
3/27/2021,5 star rating,Went there today and the food was perfect.   I got curry chicken and curry goat.   It taste just like I wanted it to.   It was so good I ate the curry chicken driving back east on 8 mile.   Definitely won't be my last time.   Ticket 48.  Lol
3/21/2019,5 star rating,"I've been trying different Jamaican restaurants in the past year, and I have to say that The Jamaican Pot ranks one of the top to me so far!  I was thinking to try this place last year.So the other day I was in the area, and decided to place an order:  Small Jerk Chicken dinner.  Everything was really good in my opinion, the chicken had just the right amount of spice, the cabbage was seasoned, and the plantains were also really good!  I also let my friend try the chicken, and he enjoyed it as well.  I will definitely order again from this place whenever  back in the area."
2/27/2019,4 star rating,"Ugh this place is so good!!! I still have lots to try but I always, ALWAYS get the beef patty. I want to try the chicken ones but they never have it when I walk in. Maybe if I order takeout ahead of time?Their oxtail is super delicious and I enjoy the rice that comes with it and the slaw and plantain. So delicious! Oxtail is super tender ugh. I think they usually have it done around 3 pm? I call in advance for a later pick up time just in case they run out. I wish I was closer to this place. I need to check when they have curry goat available. They haven't lately"
8/16/2020,5 star rating,"Yes ma'am and yassss Sir!!! This food was right on time. My hubby and I only eat seafood and the rest of our food choices are Vegan. When we're out and about checking on our rental properties, the pickings are slim or gross, ya' hear me?So I was elated that there was salmon on the menu. I didn't go inside (my hubby did) so I can't speak to the service. But, Baby, the food was ""goodt""! Portions were small compared to similar servings I'm used to getting in Chicago (miss my other city). But we're going to adjust and be thankful that my city has some decent food options."
7/2/2020,5 star rating,"My family and I have been going here for quite some time now & it always hits the spot!! The portions are huge and always leave you with some leftover, and also is well worth it for the great prices they have. Last night I tried the ""Triple Chicken Delight"" which comes with your choice of 3 types of chicken, served over rice & beans, with a side of steamed cabbage and plantains. For my order I picked the Jerk chicken, Curry chicken, & BBQ- All of which were amazing!! I couldn't even pick which one I liked more! Their chickens have a great spice to it too which I'm a huge fan of!! If you like Jamaican or are interested in trying something new I HIGHLY recommend The Jamaican Pot!(Photo was taken after We had already started picking through it)"
3/27/2020,5 star rating,"I definitely got transported back in time while trying their food! Every bite brought back so many memories from my childhood in Southern Florida, my dads friend just moving there from Jamaica, his wife cooking us authentic appetizers and dishes. There spices are on a level all their own and they know just how to use them here. As you walk in, it doesn't look like much, and if it's your first time, you might be so inclined to try and sneak out and leave, as I was. You can barely find it hidden in a strip mall. It's extremely small, tight, and sardine packed with people ordering and picking up orders. The smell and my excitement of hopefully finding the real deal kept my feet glued to the floor. And the music. (I REALLY miss the tropical life) My order came up within a reasonable 8 mins. I ordered the triple chicken- opting for the brown stew, curry, and grilled. The others are fantastic also (I believe bbq'd and jerk), and made it almost impossible to pick 3. They let me taste a bite of each one to help me decide. All of their chicken is tender, juicy, and deliciously fresh, no matter which way it's prepared.The brown stew is smooth, comforting, and delicious. Not too spicy. The curry is full of flavor but not too overbearing or too spicy. Just right. And the grilled chicken isn't as simple as it sounds! It's definitely full of special flavors and spices.Underneath the chicken, is a delicious dirty red beans and rice. Simple and delicious, again with its own appropriate seasonings. But the stars of the dish are definitely the plantains and cabbage. I. LOVE. PLANTAINS. AND CABBAGE! (If it's made properly!) My mom loved to fry up some cabbage with some leftover frying oil. It's where all the flavor is! Just a drizzle! And they nailed it! The cabbage still had a nice crunch and was perfectly cooked.And the star... the plantains. Look, heed my advice, order a decent size of plantains if you like them. These are simply ah-mayyyyyy-zingggggggg. I could eat them every day. (Matter of fact, I think I will! I'm gonna have to make them myself though, at home.) Hopefully I can duplicate their flavor. My picky children absolutely loved it as well and begged for more!For $17, you cannot beat the value of this experience. They definitely need to expand to a much larger location, possibly downtown, and have a large seating capacity because they will need it. Customer service was A1 also! Somehow keeping their cool during the mad dinner rush before they closed. I tried to go back in and order more chicken and sides ala carte but they ran out of what I wanted.Way to go guys, you've got a gem here! Keep up the great work! I definitely cannot wait to return! Anyone who knows me KNOWS I don't hand out 5 stars easily, but this was a no brainer for me:)"
10/29/2020,4 star rating,"Traditionally this was my go-to spot when I wanted my Jamaican or Caribbean fix. However, with the emergence of other similar restaurants in the area I've had to do a lot of comparing with places I've eaten at recently. Now don't get me wrong I still love this restaurant, but I'm beginning to realize that it's not the same quality I remember. Not sure if there's been a change in ownership or recipes, but the food just doesn't taste the same, and items that I used to get are either not on the menu anymore or limited in availability (the festival and saltfish, respectively). One item worth noting is the jerk chicken, which is okay but its far from the best you'll have in the metro Detroit area. Increased competition is definitely a factor, but that's not a bad thing for the average consumer."
4/8/2018,5 star rating,"I used to live in St. Kitts while attending school there. In those 3 years I learned to love Caribbean food. When I finally returned home, I was amazed to discover that Detroit has a handful of Jamaican restaurants that serve the kind of food I would end up missing so dearly. I have tried as many of them as I could and multiple times at that. But in conclusion I have to say Jamaican Pot is by far the best you're gonna find. Their menu includes all the traditional Caribbean staples and the portion sizes are tremendous. But what keeps me coming here and not other places similar to them is consistency. If there is only one thing negative I have to say its that they don't do fried dumplings (or Johnnycakes as the Kittitians would call it). Some of my fondest memories were of eating saltfish and Johnnycakes with a nice cold Ting :)"
11/22/2021,5 star rating,"This place is the absolute TRUTH!! GREAT FOOD all around as in you cannot get anything bad here. Ox tail is fire! Think hearty beef stew like short ribs. The goat is awesome it falls apart off the fork. The jerk chicken is TRUTH, such flavor. Oh yeah rice and peas, cabbage and bomb ass plantains. GET EXTRAS"
7/27/2020,5 star rating,"Sooo good.  I ordered a beef patty, plantains, coco bread, and fruit punch, and absolutely loved every single thing I had!  My friend got the jerk chicken, which I grabbed a bite of and was also good.  I'm so bummed I didn't know about this place when I lived nearby, but I will definitely be back when I'm in the area!"
9/16/2018,5 star rating,My food was pretty good. I really enjoyed all of it. The cabbage is a little crunch and has great flavor. I got curry and jerk chicken. The service was good as well. The wait was shorter than expected.I've had them several times before and the food is always good. This was my 1st time to their store front location.
10/1/2019,4 star rating,"I was skeptical at first but after trying the fried plantains I was hooked. I like the jerk chicken. I also tried the curry chicken. It was ok, but wouldn't get it again a little to bland for me. I've tried several time to order the meat pies but they are always sold out. I will continue to seek them out. One thing I know is when a restaurant can't keep a item on the menu - that's the thing to try. Wish me luck ."
4/3/2021,1 star rating,While Caribbean food is not my first choice I enjoy trying other cuisines.  The food was hot decent spice but the rice was over cooked and just didn't do it for me my wife and little guy.  Sad because I have been to Jamaica and the Caribbean islands and this taste nothing like those countries.  Will say the jerk chicken was ok but the oxtail. OMG. Thank you for the 4 broken bone with a sliver of meat.  Combo for $18. Ahh no thanks.  There were actually people inside waiting for their food smoking weed.  F in unbelievable.
6/22/2019,4 star rating,"First impression, but quite good.  I tried the sauce for the curry goat first, and while it was good, it wasn't what I was wanting last night...I had a taste for jerk chicken.Very not bad.  It's not the best I've ever had, but it was a very respectable version of jerk chicken, and the cabbage and plantains were terrific!  The peas and rice was good, too, and was served underneath the very plentiful amount of chicken.The sauce on the chicken was a bit sweeter of a jerk sauce than I've had in the past, but still good, and the spice level was a spot-on medium like I'd asked for.  The medium container size was *plenty* for one person for one meal, and if I hadn't arrived absolutely famished, I would have had some left over.  Portion size was certainly fair, and quality was nice.If there's one thing I would complain about, it's the estimated time for food preparation:  while they do ask you to be patient (which is very fair), I was told 15 minutes for my food to be ready.  25 minutes later, the food still wasn't ready, and I was getting grouchy about it.  Better to tell me 30 minutes and deliver on time than to tell me 15 minutes and have me wondering what's going on for the last 15 minutes.The only other complaint would be that the bottled water wasn't cold enough.  Other than that?  Good experience all around.  I ate at one of the tables inside (6 whole seats!), and that was fine for me.Nice to have this place at arm's length for the future."
10/8/2020,3 star rating,"I made my order online and selected the time that I wanted to pick up my order. I was pleasantly surprised that the order was ready and waiting for me when I arrived at the restaurant. It was easy and seamless. The reason for the three stars is because I didn't love the food. I've had jerk chicken from many different places and it just didn't meet the usual standards. The chicken wasn't jerked, it was more in a sauce and lacked the flavor I was expecting."
6/8/2018,4 star rating,"Came here with some friends as a recommendation for jamaican food. After viewing the tiny menu underneath the counter to order, we ordered some ox tails and shrimp entrees,  beef patties, and jerk chicken. We did have to wait for some time for our food, but that was expected for the food is MADE TO ORDER. The beef patties are okay. I prefer spicey beef patties. The oxtails, red beans and rice, and cabbage were delicious. The jerk chicken was great!!!! Best dish of them all ! The Cons: The shrimp on the skewer were over cooked. And the oxtails were smaller than I'm used to. Overall, I'll be back for the jerk chicken FOR SURE!"
5/26/2019,3 star rating,"First stopping by was yesterday.  DoorDash is not working on the website or on the app so I ended up just taking the drive. When I walked in establishment was very small inside, all the patties in the warmer were sold and the ones being cooked were sold. The jerk chicken was actually little pieces of boneless chicken breast not grilled at all more like bbq chicken with spice. Little to no stew cabbage and it was watery just okay, (I did read a sign while waiting that said check your food before leaving).  It was just okay for me didn't enjoy the jerk chicken"
6/29/2020,5 star rating,Omg I'm stuffed they food is so good this large triple chicken will get you together I'm not go hold you.
5/31/2020,4 star rating,"First timer!! The food was delicious!!! The chicken was seasoned well & cooked to perfection. It's served on top of rice and beans which were very good. The cabbage still had a crunch to it. It was a refreshing side to the meal. (I wish it would have been a little bit more for the price). The plantains weren't too sweet, but just right. I chose the option where you pick two meats. It was around $18 or so. We ordered online. However, my cousin ordered as well. Unfortunately, they cancelled her order and we were none the wiser. She never received a message or anything. We sent my niece to pick it up & after her wait, she found out that they cancelled HER ENTIRE ORDER. That was my only issue. I wish something would have been in place for them to have her choose another option or, the shrimp not be an option at all. They ended up allowing my niece to order food there, so that was a plus. I'll order from them again, just not online."
8/21/2021,1 star rating,Very nasty the chicken is covered in this ver spicy nasty sauce not Authentic at all .
3/22/2019,4 star rating,"Just recently enjoyed a lunch special of the Jerk Chicken, ohh boy it was alright! Driven by this place a thousand times and finally decided to give it a try on a coworkers recommendation. Everything was up to par. I really enjoyed it. I will have to be a little brave and try something different next time!"
9/18/2017,5 star rating,"Nice friendly, family vibe on first visit.Other jamaican/jerk spots could learn from the excellent boneless option.Great gravy/sauce."
3/28/2017,5 star rating,"Call ahead! All food made to order, so if you don't be prepared to wait.  I waited 20 minutes, but didn't mind that day.I ordered the Jerk Chicken Large Lunch deal, spicy, and it came with a plantains, beans & rice (they call beans, peas!),  and a hot cabbage salad.  I also ordered a beef patty, a chicken curry patty, 2 Coco breads, and a  small rum cake.  This was more than enough to fill 2 people.  The Jerk Chicken was to die for!  It was spicy, and I usually like Thai food at a medium + level, and that is what I equate the spicy Jerk chicken to.  Very flavorful, and delicious.The plantains were good, not too sweet, starchy, or greasy.  The cabbage side was warm cabbage salad with a touche of acidity to it, and it went perfect with the Jerk chicken.The Patties I ordered just had meat in them, no vegetables, but were quite tasty.  I think I liked the beef over the chicken curry better.The Coco bread was a huge, soft, yeasty bun, that was a pleasure to eat.  A tad sweet, but I really dug how soft & spongy the bread was.The only item I didn't much care for was the rum cake.  It literally tasted like you were chewing dark rum.  There wasn't any sweetness to it at all, and after having spicy food, I love washing it down with something sweet.  Good thing the rest of the food was phe-nom!"
5/2/2021,5 star rating,"As always Jamaican Pot never disappoints. The only thing I don't like is they never answer the phone & I can never place an order for pick up through one of the delivery apps. Even when they're really busy, I walk in and place an order & it never takes longer than 15 mins which is a huge step up from a few years ago. The Jamaican jerk oxtails are so good & the jerk chicken is the best around here. Always tender & fresh. The beef patties are really good as well. I stay less than 5 mins away & when I can't decide what I want, Jamaican Pot it is."
1/22/2021,5 star rating,"I usually get the oxtails or curry goat which is always awesome (minus the bones). Decided to try their jerk chick this time and was not disappointed. The best jerk chicken I've ever had. Meat was very tendon and flavorful. Food was fresh. They could have gave more rice though. All in all ""love this place"""
3/20/2020,5 star rating,"Placed an order on February 21st through DoorDash and this time ordered a beef patty for my son to try and he has been asking for them every since. We don't live close by but next time I'm in the area I will have to grab him a few. I always order the Triple Chicken but this time just ordered the Jerk and its always delicious, moist and full of flavor."
3/8/2019,5 star rating,"My first time here and this will definitely be my go to when I need my Jamaican food. I got the Large Triple Chicken BBQ, Jerk, & Curry and it was delicious. I came with fried plantains, cabbage and rice and peas. It's a really good amount of food for the price. If your looking for authentic taste I definitely suggest stopping here. They even deliver with DoorDash and Postmates."
11/2/2018,1 star rating,"I've been to this restaurant a few times and they come to my job once a month to sell food. Honestly I've never been truly impressed by the food. I always order the jerk chicken, which more-so resembles bbq chicken in my opinion...FYI it is chopped boneless skinless chicken breast I would much rather prefer chicken with skin and bone.Today my boyfriend and I popped in for lunch just to grab 2 beef patties. Both patties were cooked to cremation! The crust was burnt and the filling was dried out. How could they mess up a beef patty I thought, but they did... I will post pics. What bothered me the most was the person who bagged these up and sold them to me, they knew they were inedible. Quality control needs to be better."
8/16/2020,3 star rating,"I heard great things about this place, so I thought I would check them out.  It is in strip mall where I normally wouldn't stop.  But sometimes a wall in the hole can have the best food.  The young lady behind the abnormally tall counter was delightful.  Why is the counter so tall?  You talk to the top of a head and set of eyes.  This is off-putting.  I got the jerk chicken/curry chicken combo.  This is one of the few places where you can get a mix.  The curry chicken was better than average, but the jerk chicken was bellow average.  Went again... same experience with the food and service.  This is a carryouout only establishment.  The inside is on par with the stripmall, but I get it A few weeks ago, It was getting late and placed a to-go order through Yelp a few weeks ago.  It wasn't until I placed the order that I was told it would be 1.5 hours.  I called the restaurant several times and couldn't get an answer.  I contacted Grubhub (they facilitate online orders for yelp) to cancel my order.  For over ten minutes Grubhub called for them to cancel the order and there was no answer.  Grubhub cancelled the order and refunded my payment.  I really want to give them a 2.5.Décor: 2 out of 5 But you get the food to go... soFood:  2.7 out of 5Drinks: NAService: 2.5 out of 5 (The details are in the review)Cleanliness:  3 out of 5"
1/7/2021,5 star rating,Ok.... so the food was so good I honestly dug in before I could even get the chance to take a picture.  but it was really good. I had the jerk chicken and curry chicken. My bf from Miami had the oxtails. He's been searching for a good authentic Jamaican restaurant in Michigan. The first place we tried was disappointing. This was his final try and he loved it. He will be returning. Even through it's a 40 minute drive from our home. It's worth it.
3/9/2019,5 star rating,Wow! I never even knew this place existed until a few weeks ago. Never having been to Jamaica I had no idea what to expect. I've had jerk chicken and shrimp before.When I walked in you see a combo menu behind the counter. My first visit I ordered the curry chicken. When I got home I freaked! The depth of the flavor was like nothing I have ever tasted before. So delicious. Add to that the bed of rice it sits on as well as the cabbage and those plantains just add to the experience.I gave it another try today. This time I ordered barbeque chicken. Another home run! Seasoned perfectly. There is a sign in the Jamaican Pot that says our food takes time. it isn't a fast food restaurant. So true. It is definitely worth the wait.
10/19/2018,5 star rating,"When your tongue calls for something carribean and fun, you can't settle for carribean jerk at Buffalo Wild Wings, you got to come to The Jamaican Pot. I ordered jerk chicken combo the regular size which was $13. Also got a beef patty, just to try it from this place. This is a tiny restaurant, only 3 tables to dine in and no bathrooms, so eat at your discretion.The place is simple, easy picture menus, a couple of desserts displayed behind the glass along with their almost finished patties. The workers were extremely nice and welcoming. The jerk chicken was such a huge quantity for a regular and for it's price. It comes with a side of cabbage, plantains and rice. The plantains were extremely sweet and delicious to mix up the taste palate party. The jerk chicken had such a kick to it, delicious flavor, such homestyle cooking you could taste the love put in to it. I'm salivating as I write jibberish but it was amazing. Also got a jamaican passion drink to wash it all down and it was locally made and so refreshing. Great pairing with the jerk chicken. You can adjust the spice level to everything you order by the way which is nice!"
11/28/2018,5 star rating,"I CANNOT get enough of the brown chicken stew. It's so, so, so delicious. The quality is consistent and it's such a good value for the price."
9/18/2018,5 star rating,"My friends at work and I get carryout from the JP pretty regularly, and I only recently discovered it. Lemme tell you, the brown chicken stew is the best thing in the world. And the beef patties are pretty good, too. Listen. The brown chicken stew is incredible. It's tender chicken in a deep, savory sauce, over rice & beans with cabbage. The chicken is like butter, it's so tender. There's no hint of fat or rubbery nastiness, just soft, savory chicken. I could go on & on. I didn't much care for the BBQ chicken as the sauce was just too smokey for my preference, and I prefer the stewed chicken. But that's just me. I've never been inside the place as my friend usually picks up, but the food is delicious. The small $5 lunch portion is a lot of food for the price. Highly recommend."
10/21/2020,5 star rating,Very good!!!! I am from highland park but lived in Cali for the last 15 years I'm home visiting and this beautiful Gem popped up on my yelp!!! Must try I had the jerk salmon my cousin got the jerk shrimp the rice is  thank you I'll be back before I leave lol my apologies no pic I finished her
9/7/2018,4 star rating,"I have tried mostly everything on their menu and have not encountered a bad meal at all. My favorite is the jerk salmon and jerk chicken. The spices that are used to marinate the proteins are one of a kind. The rice and beans are good with a touch of heat and pairs well with the crispy cool amount of cabbage.  Also, the Jamaican patties are good. I recommend calling in your order as they are busy and don't be disappointed if they may run out of the protein you want because it's happened to me before.One of my favorite places in Detroit!"
10/23/2018,5 star rating,This food is so good and so seasoned I could cry. Exactly what I would be expecting from Jamaican food!!!!!! I will definitely be back. The jerk chicken is so perfectly seasoned and ouch. I am in complete heaven! I can not wait to go out my way to frequent this place. Who needs Jamaica when you you've got this place!!!! Literally going back in the morning :)
10/12/2019,2 star rating,"While out of town on a work trip, I wanted to order some delivery to avoid venturing out into a city I was unfamiliar with. Of course, I looked to yelp for some decent suggestions and stumbled across the Jamaican Pot. I ordered the medium jerk chicken and a beef patty. not sure if medium referred to spice or size, both were decent though. While waiting for my order to be delivered I read more reviews on the food - more on that in a bit. My order arrived promptly and I was impressed by how the food looked. I did notice my beef patty was missing which was unfortunate. I quickly called the restaurant to inquire about it and no one answered. I called again and was put on hold. When I did speak with someone and told them of the issue, they mentioned that they thought they put one in the bag. The young woman offered my beef patty and another item on the house if I chose to come to the restaurant but understood that would be counterintuitive seeing as though I ordered delivery in the first place. I was also from out of town so I wouldn't have the opportunity to redeem that offer anytime soon. She informed me that I could request a refund through grub hub but the restaurant couldn't provide one since the order was completed. I opted to try and get a refund through grub hub but found that to be a difficult process so I guess I just have to eat the cost of not receiving my beef patty.The food I did receive was good. Not the best Jamaican food I've ever had, but not the worst either. It was decent. In the reviews I read, many people think the jerk chicken tastes like Barbeque chicken and I can see where they get that. I've had jerk chicken that tastes similar to this with the Barbeque flavor and I've come to the realization that I'm not a fan of this type of jerk. There are different ways to do jerk and this just isn't my favorite. The plantains, rice and cabbage were all good though. Overall, this was okay food and I don't think my money wasted terribly wasted, aside from the missing beef patty."
11/6/2020,1 star rating,"I'm so upset about my food. I ordered Pepper steak and they gave me shredded steak that looks like dog food and I'm not kidding !!! I'm so upset because my boyfriend went 30 mins to get my food for it to come back looking like this. If I was there I would have not paid for this !!! I'm so upset if your looking for GOOD, Jamaican food go to Caribbean Citchen on 7 mile this place is a NO GO. Coming straight from a real Jamaican this place is not it ! Very disappointed."
10/9/2020,5 star rating,"Great food here! We got the jerk chicken and curried goat. Both were very flavorful and had rice and beans, sweet plantains, and cabbage included. Lots of food for a good deal."
9/16/2020,5 star rating,Food was great! I order and paid ahead but they didn't check and started my order 30 later when i arrived. Lol
8/28/2018,4 star rating,The food here reminds me of the food at the wild boar in Chicago. It's authentic and exceptionally delicious! I'd honestly eat it everyday if my waistline allowed it! Decently priced and good portions. I love the fried plantains!
2/25/2020,4 star rating,"I really enjoy this place. The flavor of the jerk chicken taste beautiful with just the right and a spice. All of the flavors of everything on the plate mend together really well. We were really upset when we got home to find out that are plates didn't have the plantains in them, but there's not many options for Jamaican food in the area so I'm not going to bash them because I want to see local businesses in the community thrive. We also had the peach cobbler which was kind of unique had a little hint of something I couldn't quite put my finger on but was a mid-level meh, but I would ordered again if that makes any sense. All in all I really enjoy the combination of flavors, and this is one of my wife's favorite places so we'll be back. It would have been a five-star review if the plantains were included in our plate but, four star review."
8/22/2020,5 star rating,So much flavour ! Longer waits but worth it. Awesome portion sizes and they have lunch specials during the week.
7/15/2018,5 star rating,"The food was amazing but they forgot our party's and gave us the incorrect order size. Because of the mix up , they gave us a new dish because of the mix up. Highly recommend this place."
6/9/2018,4 star rating,The food was amazing but they forgot our party's and gave us the incorrect order size. If everything was in order I would have given them a 5.
12/22/2017,1 star rating,"Me and my husband used to eat here often. My husband used to swear by this place. Today, I called to place an order for pickup. The woman answered only said ""Jamaican Pot"" and LITERALLY waited for me to continue and/or place my order without any assistance from a person who answers the phone (ie, ""would that complete your order?"", other courteous banter, etc.) . I then asked about patties and she was very vague saying that ""some should ready in 30-40 mins"" and I had to ask which kind would be ready and she begrudgingly answered, ""beef"". They almost never have chicken patties, btw (which are divine when fresh and hot). One time long ago, my husband mentioned they had veggie patties but I've never seen any.When we get there, I immediately wondered why the phone order taker DID NOT communicate to me that they were only taking CASH. For the past two days (21st-23rd per the printed sign), they had been taking cash due to some irrelevant reason explained and the person I placed my order with somehow.....FORGOT?!!!The closest ATM was almost 10 mins and only 2 miles away however, we were there 10 minutes before we realized that we could get money from The Federal Reserve faster.Not only has the quality of the food have steadily declined (cabbage is highly inconsistent; sometimes tender, sometimes crunchy; they've failed to fulfill my husband's request for spicy jerk before; portion size has been skimp for at least two of our meals before, etc.) and I've had issues with their customer service before but NOW, I am totally done. My time was wasted for the last time. My appetite was played with for the last time."
11/13/2015,5 star rating,"Ok,, so if you haven't had proper Jamaican food before, this spot is probably the best place for you to get your feet wet. Yummy, spicy and savory all in the same time. Jamaican food is probably the best type of Caribbean food as far as I'm concerned. This place right here, is definitely the best place to get it.Growing up in New Jersey, my mother would come home from work at the hospital with some good home cooked Jamaican food from her other nurse friends. This is when I had my first taste of Jamaican patties. Ever since I became a transplant here in Michigan, I have been searching for that certain beef patty. The one that at first bite, will take me back in time when I had my first ever authentic Jamaican beef patties. If you're not used to spicy food, these guys will burn the crap out of your mouth, but trust me, you'll keep eating them because they are that good. The ones that are sold here are by far the best I've had in Michigan.But don't just stop at the patties,, that's just appetizer my friend. Get yourself a some jerk chicken meal my friend. The whole set comes with beans and rice, cabbage and fried bananas. A full ensemble of pure Jamaican goodness all in one styro platter. They make their jerk chicken here extremely good. The meat is juicy, tender and packed with that Jamaican jerk seasoning. You would probably laugh at all other American jerk flavored chicken after you've had whatever that's being served here.Yes it's around the 8mile and Southfield area, there is no denying that this particular spot is in the hood. We still showed up, we came out of our car, entered the establishment, ordered food, waited, took our food, walked back to our car and left. Not even for one single second did we feel like we were in danger. No bullet holes, no gun shots, no drive-by shootings..... You know what?? I'm just glad there's no snooty suburbanites around to ruin my day,,, and for that, I thank you.Life is so much better when you have some real good delicious Jamaican food. And trust me,,, I shall return. Specially for that curry goat and them ox tails."
