date,rating,review
11/28/2021,5 star rating,bought a sweet potato pie here for thanksgiving and there was only 1 slice leftover!!! so yummy! eat this with some whipped cream or vanilla ice cream and you have yourself a winner winner!! everyone here is friendly. you can buy these early and store in your freezer. then leave out to unthaw it in the fridge a day before you wanna eat it. I recommend this!
11/1/2021,5 star rating,The best pie ever .. If I was you I would get my pie 4-5 days early the lie is going to be down Lasher ...!
10/23/2021,3 star rating,"So this is my second time here.The first time was horrible. I waited for 24 minutes in person at a table and never got waited on.Fast forward to today.I called ahead to order my food. Welp I was on hold for a whopping 27 minutes.So when you call and press 2, it says that it's 0 callers in the Queue, but Maury has determined that was a lie.. because it was 3 callers ahead of me. Advice stay on hold even though it sounds like they hung up on you. Just hang in there.So they say gluten-free here.. we'll I'm here to tell you take your activated charcoal with you because something is weird and has gluten back there okay.Heads up this is also a place where if you don't say anything you won't get anything: (condiment wise) so make sure when you get you to-go order that you ask for what you need because they didn't even give my ass a fork to go....I had sweet potato grits... let me tell you. If you don't add something to them you might think it's something wrong with your tastebuds. So help you self out and have a voice. My order came up quick.. (I went to get gas and I came back). The place is pretty decently sized and a nice vibe to hang out at like a cool ass social library with sweet potato pies surrounding you. If you like soul food and want something with a spin on it then this is your place. But if you are impatient then this might not be the joint for you."
4/14/2019,1 star rating,"Got a pie from here in February for my boyfriend's birthday. It was amazing! Looked & realized that they had food! Got super excited. So the boyfriend & I decided to give their brunch a try. Boom huge disappointment their service SUCKS! We at least it did for us. We walked in it was pretty busy, we were at the register not knowing the rules if we had to order from the register then sit down or what not. The cashier directed us to have a sit since we were dining in. So we have a seat next to the bar. Literally 20 long minutes go by as servers pass us with food, checks are being taken up, more people walking in. One young lady walked in and they immediately got her served and coffee. Meanwhile my boyfriend & I don't even have a menu and no one said hello. So now we're pissed and both of our phones are out in search of eating somewhere else. So I'm putting my coat on and a server finally asks us, ""oh have you been helped yet"", mind you everyone else has food on their tables but us. Anyways that question was too late seriously. Their communication skills between the servers & cashiers need to get better. This was a horrible experience. I would suggest that you order at the cash register no matter what the cashier says! Then have a seat! Idk if I will give them a try again idk if I'm pissed or more so disappointed.."
10/11/2021,5 star rating,Black eye pea and green soup is delicious.  I liked the sweet potato pancakes as well.
10/10/2021,5 star rating,I've always heard about this place. I had a friend in town and she seen their food on Instagram. So we decided to visit. Best decision ever and I'll most definitely be returning. Great customer service and prices.
10/10/2021,5 star rating,"Amazing food, fresh, unique, friendly staff and great atmosphere. Order the turkey chops."
10/7/2021,5 star rating,This sweet potato pies are great tasting in every way . This is their specialty. If you like ginger brew they sell a bottle drink their names the real Jamaican ginger brew A lil expensive for the bottle size . But great taste .
10/2/2021,4 star rating,"Beat.. clean.. friendly staff.. it's not my granny's dessert, but, they do a really great job.. but they sell out so fast so often.. thus 4/5 stars"
9/12/2021,5 star rating,"The pies are amazing, the best sweet potato pie I've ever had. The customer service makes you feel like you're with family."
8/30/2021,5 star rating,I had a chance to try a few mini pies over the weekend. I'm very impressed. The pies were tasty and flavorful. I enjoyed the selections. I will have to return for a full size pie selection. I also would like to try the other food offerings outside of dessert. Not the best Ive had but waaaaaaayyyyy better than the worst.
2/19/2022,5 star rating,"I just stopped by for a quick bite to eat, and had the most amazing catfish, sweet potatoes, and Mac and cheese. My family kept asking ""Where did you get this?! "". It was absolutely yummy..."
8/2/2020,4 star rating,"We've always wanted to try Sweet Potato Sensations and are trying to support small businesses, so we decided to check it out for brunch. Seeing that pancakes and waffles don't travel especially well, we packed up our coffee, favorite syrup and hot sauce and headed to pickup some takeout to eat in the car. While the staff was incredibly friendly and their safety measures strong, their pickup system could be fine tuned. Despite the phone message offering curbside, we were told you needed to come inside. We ordered over the phone and were texted when our order was ready. Unfortunately, there was a line outside waiting for their turn to go inside. I completely understand the need to limit people inside, but the line moved slowly and by the time my husband got the food back to the car, it had cooled significantly. It seems like one person doing curbside delivery, while another helps people shopping the bakery selections would be more efficient.We enjoyed our meals of sweet potato waffles, sweet potato pancakes, salmon croquettes, turkey sausage, turkey chop and black-eyed pea & collard soup with a sweet potato cornbread. Our favorites were the soup, turkey chops and turkey sausage. The food was tasty, but I feel the prices were a bit on the high side.We also brought home a sampling of desserts including peach-mango cobbler, sweet potato cake, sweet potato and coconut and sweet potato pecan mini pies. They all look amazing, but we're still too full to try them yet. I wish I could give half points in this case, because I'd give this place is a solid 3.5.Update - After trying some of the desserts, I am changing my review to four stars. The sweets are the strong point of SPS and very good indeed!"
12/22/2020,5 star rating,"When I tell y'all this is one of the best meals if not the best meal I've had in my life... I mean it. I had the salmon croquettes, the sweet potato grits, and the sweet potato pancakes. This place is genius. Adding sweet potato flavor to some of our favorite dishes is such a simple but innovative way to create a cuisine masterpiece. The flavor of this food is simply out of this world. Literally send you to a different dimension. And to top it all off, this place has a wide selection of jewelry and other treasures sold inside of the store. This includes crystal and spiritual pieces. This place is Black owned, so of course it meets the supreme standard of excellence."
11/14/2020,5 star rating,"So glad we stopped here while I was in the D!! Customer service was wonderful and the sweet potato pie and pecan pie were delicious. I went all in and consumed as many calories as possible and I also ate the vegan carrot cake. The vegan carrot cake was moist and perfectly sweetened. If you're looking for something sweet, stop into Sweet Potato Sensations, you and your tastebuds will be satisfied."
12/29/2021,5 star rating,"I love this place. Customer service is a 10. The food is a 10. The staff are always smiling and friendly! I highly recommend the salmon croquettes and sweet potato grits, my favorite! It's a wonderful place to go. I can't wait to visit them again!"
2/21/2021,3 star rating,"It's average in my opinion and I wouldn't go out of my way to get anything from there again. We ordered two mini sweet potato cheesecakes, a mini sweet potato pie and a mini lemon chess pie. I liked the Cheesecake best - it was delicious though not as good as Peteet's. I didn't care for the lemon chess pie and the SPP was average. I like my mom's sweet potato pie better. We ordered through DoorDash and only received one of the two cheesecakes that we ordered. This is fairly common with DoorDash orders, at least in my experience, and I'm not sure if its just that the restaurants aren't paying attention to the quantity or if it's an issue with the ordering system."
10/14/2020,5 star rating,The Food is amazing. Wonderful customer service. Many options that cater to all taste. I wish there were a Sweet Potato Sensations in every city!!!!
12/21/2019,5 star rating,"This food was phenomenal. My sister/friend invited me to come check out this restaurant. Upon entry my eyes were happy, there's beautiful art on the walls created by local artists and you can purchase it. The staff was friendly and efficient. I ordered a sweet potato waffle and wings, It was delicious. The server brought us some samples of the collard green and black eyed peas soup, and sweet potato cheesecake. Both items were delicious. I really loved the eclectic atmosphere. I definitely recommend this place."
10/23/2019,5 star rating,"The BEST place for sweet potato pie. As someone who loves sweet potato pie and can't convince nana to make it year round, this place gives me my fix. I have tried a few dishes from here but ultimately the pies are the best thing. Whenever I'm in town, I buy a few mini pies and freeze them when I make it home."
11/23/2020,5 star rating,"WOW!!!!! This place exceeded all my expectations! I came for the sweet potato cheesecake but stayed because of the salmon croquettes, black eye pea and collard green soup. The food was slapping (delicious) and the service was probably the best I'd had in a very long time. I got to meet one of the owners Espy and one her best friends that is also an assistant Wayne County Prosecutor but hanging in the store today to help out her bestie. The atmosphere in this place is mad cool. Espy is also a designer so there is plenty of well made high quality clothing and handmade Detroit centric and African American centric merchandise in the cafe for you to get your shopping on while you wait for your food. She also features art on the walls for sale made by local Detroit artist. There is a steady stream of customers coming in but due to Co-Vid they have implemented a texting system to let you know when to come back in to pick up your food. I opted to stay in and chill and I really enjoyed hanging with the team. Espy told me they will have a Dj for the rest of the week keeping people entertained as they expect long lines for her families famous pies as we get closer to Thanksgiving. She also told me they do Karaoke and Cake on Sundays which I will definitely be back for. Can't express enough how good their desserts and their food is. For my people that stay too far from the location you can get the food delivered from Door Dash or Uber Eats. This is indeed one of my new favorite places!!!!!"
10/11/2021,5 star rating,Black eye pea and green soup is delicious.  I liked the sweet potato pancakes as well.
12/18/2020,5 star rating,"Always the best pies. The staff feel like gma on the holiday. Best place for food and culture. Check them out, you won't be disappointed"
10/2/2021,4 star rating,"Beat.. clean.. friendly staff.. it's not my granny's dessert, but, they do a really great job.. but they sell out so fast so often.. thus 4/5 stars"
10/6/2019,5 star rating,"I love this spot. Family ran restaurant and The food here is creative. delicious, made with love. Everything came out hot, quick. Service is just as great I never once had to ask for  anything, what ever I needed was offered. I can't wait to dine here again"
2/12/2021,5 star rating,"Everything was amazing and FRESH. The service was AMAZING, friendly and a bunch of smiling faces."
1/1/2021,5 star rating,Amazing...If you Love sweet potatoes You will love this place. The sweet potato grits I delicious. As a matter fact everything at this location is delicious I have purchased their cake for a family gathering and nobody was disappointed. It was really great. The turkey chops are a must try
7/22/2019,5 star rating,"This place tastes like home. It was so good to my soul and my stomach that I went back twice in a row. Recently, I was on business for a week in the area. Went in and tried the salmon croquettes, sweet potato grits, the turkey chop croissant sandwich, chicken wings, black eyed pea and collard soup, sweet potato pancakes as well as the sugar free sweet potato pie and ginger tea.Food was seasoned to a T and cooked to perfection. This is a family run business and service was great. I'm sorry I didn't take any pictures of the food. I devoured it all. Our party left very satisfied and eating at this eatablishment was the highlight of my week!7/19/19 - Went back while I was in town for the DiversityFIRST credentialing program @ Wayne State and it was like I never left. They didn't have any sugar free pies made but I did have the Daddy-O and got the Turkey Chop Sandwich to go. I was the envy of the airport terminal!"
4/3/2019,5 star rating,"This place tastes like home. It was so good to my soul and my stomach that I went back twice in a row. Recently, I was on business for a week in the area. Went in and tried the salmon croquettes, sweet potato grits, the turkey chop croissant sandwich, chicken wings, black eyed pea and collard soup, sweet potato pancakes as well as the sugar free sweet potato pie and ginger tea.Food was seasoned to a T and cooked to perfection. This is a family run business and service was great. I'm sorry I didn't take any pictures of the food. I devoured it all. Our party left very satisfied and eating at this establishment was the highlight of my week!"
1/27/2021,5 star rating,Great place for all things sweet potato! Great food and service! It is certainly a diamond in the rough.
6/25/2021,1 star rating,"I decided to give this place a try , I just moved back from Texas . People always saying spend your money in the black communities! The prices is to high for the quality and quantity, I thought these pies were freshly made, ..."
12/18/2020,5 star rating,Black owned which is alway a plus! And the food was amazing!! Highly recommend the sweet potato pancakes and turkey chops.
5/30/2021,1 star rating,"Only reason I gave this star, the vegan chocolate cake.! Otherwise, I was totally disappointed- black eye pea soup was Horrible! I don't know who was cooking that day- but they need to stop! Ordered the salmon croquettes with sweet potato pancakes- they were SO FISHY AND HORRIBLE! I was suggested by a friend, I texted her immediately- gurl the suggestion for this restaurant- NO WAY GURL! Fried turkey chop on croissant - HORRIBLE! BASICALLY I JUST DONATED $ to THIS RESTAURANT CAUSE EVERYTHING WENT IN THE GARBAGE!  NEVER EVER EVER EVER AGAIN!!"
1/27/2019,5 star rating,"I absolutely love Sweet Potato Sensations!  I've been there several times, since moving back to the east side of the state!  I actually found out about this place, just with a simple google search one day.  And remembering wanting to try the sweet potato pies, to compare to an old school bakery, that's a staple in my old neighborhood. I have never been disappointed!  I've tried the Sweet Potato pies several times, the Sweet Potato Cookies, and 3-Layer Sweet Potato Cake.  All were delicious!  Also, the staff have always been super friendly and very nice!  The restaurant has always been clean, and I love the quaint feel when I have gone there.I look forward to go back soon!  I'm a sweet tooth person, which I can eat all sweets!  However, I would love to try the hot food once I go back, Bc I would love to try the Black Eye Pea and Collard Green Soup!"
6/3/2017,4 star rating,"I think they were overwhelmed with the amount business they attracted from the hair expo going on across the street. So I can't speak on the service because they were understaffed and I wasn't in a rush.While waiting they brought me a sample of the black eye peas with greens soup. It was good but I didn't order it. I recommend getting this.It took about 40 minutes from the time I arrived until I got my food.It was worth the wait. I really enjoyed my chicken and waffles. I wanted more chicken after I was done. The waffle is big and very filling; it had a great taste.I'd definitely come back for this, but they're are a few other things on the menu I'd like to try. I'll be back. I don't know when, but I'll be back!"
6/6/2021,5 star rating,"I really love this place!! The chicken and sweet potato waffle combo is so delicious!! And the baby sweet potato cake,oh my goodness,it's almost like a carrot cake but WAYYYY better,lol!!"
1/30/2020,4 star rating,"Had lunch here yesterday.  Had the sweet potato pancakes (delicious) and the turkey sandwich on a croissant.  Companion had the chicken and waffles, which was three chicken wings.  I think she was expecting a fried chicken breast or thigh.  Very friendly staff.  Was a little slow because they were short-handed.  Wish they had a side sampler (e.g. sweet potato grits with sweet potato cornbread with sweet potato pie) on the menu."
9/22/2019,5 star rating,"All I can say is sweet and savory!!! This place is capsulated off Lahser Rd north from Grand River harbored near other businesses of course. But this place is very unique not only because of the food but the ethics behind the business. I met the owner Espy who is really dope because she is the 2nd generation for ownership and even very supportive of other Black businesses that are Detroit produced and growing. Anywho they started as a bakery and now expanded to small eats such as Catfish, Fried Chicken, sandwiches, and soups... But the kicker is they are all Sweet Potato  recipe inspired from the cornbread to the waffles. Very tasty I did inquire will sides expand because right not they are all breakfast related such as eggs grits etc. but nevertheless the food is good and fresh and you can taste that!"
8/7/2020,5 star rating,I'm always searching for great sweet potato pie and this was one of the best I've ever had. The pecan pie is also fantastic. Loved the fried turkey chop sandwich and the black eyed pea & collard green soup. Wonderful customer service. Everyone was wearing masks. Can't wait to return and try more items on their menu!
4/5/2019,5 star rating,I am a fan! The collard green and black eye pea soup is soooooo good (side note: this soup comes vegetarian or with Turkey meat) and get the sweet potato cornbread muffin and Change your life. They also provide a full menu of delicious food items. The bakery is another experience! Sweet potato pie is one of my favorite desserts and  they also make a variety of sweet potato featured desserts (I've tried the cookies as well). Everything I've had here is tasty. I've dined a few times and had very good service as well.
2/4/2018,5 star rating,"This place is conveniently located right across the street from the Redford Theater where I'm currently rehearsing for the musical Shrek with the Park Players. It's a chilly, snowy Sunday and I could think of nothing better than a hot cup of soup! OK, if you've never been here, you absolutely have to try the Vegan Black-Eyed Pea and Collard Greens soup! For no extra charge, you can add smoked turkey... this is an absolute must! They also give you a hot sweet potato cornbread muffin which is wonderful crumpled in the soup! As if the food wasn't awesome enough,this place has plenty of natural light and is colorful, creative with original artwork on the walls, clean and charming. Their theme is obviously sweet potatoes and you can order a variety of foods with the sweet potato ingredient as the star!  I've had the sweet potato corn muffin but there are also sweet potato cookies, pancakes, waffles, cheesecake, cobbler and of course sweet potato pie, which I can't wait to try! Hey, that rhymed! LOL!Anyway, this will be, at least for the next couple of months, my go-to place for nourishment in the middle of our six hour rehearsals on Sundays! I plan on trying one of their savory sandwiches next time... My Mama's Tuna sandwich, the Jive Turkey sandwich, Salmon Croquette sandwich and Fried Chop sandwich. Yummy!"
6/9/2019,5 star rating,"Made a stop here based on previous reviews.  We visited on a Sunday morning before noon.  We did not have to wait and was greeted by Steve who was awesome. He provided excellent customer service.  He let us sample the black-eyed pea collard green soup and sweet potato grits.  After devouring that, we ordered that as well as fried catfish, salmon croquettes and sweet potato pancakes.  Everything was delicious.  The catfish was so fresh and cooked to perfection. The soup was amazing.  The sweet potato pancakes were the best that we ever had. The establishment was very clean and welcoming.  There was a DJ playing smooth jams.  The atmosphere was different from anything that we have seen at a restaurant.  The price was very reasonable and we left there very satisfied. We will definitely return to this restaurant when we visit Detroit.  We highly recommend this establishment."
12/4/2020,5 star rating,"This spot is a weekly ritual.  I switch up on savory menu items and alway indulge myself from the sweets side. I  love coming here cause it feels like family. Even when they are busy they still great you with a smile and even know customers by name. I'm late giving this review so I'm sure you know already. If not, give them a try. Enjoy"
2/15/2019,5 star rating,"Went there today for the 1st time.The young lady that was my server was so cool and polite.I had the turkey chop sandwich that was very fresh and tasted great, and also a bowl of the black eyed pea collard green soup and let me tell you I believe I could eat the delicious soup daily a little spicy which I love it came with a sweet potato corn bread muffin that was excellent. The service was good and the restaurant is spotless, I very much enjoyed my lunch."
3/20/2019,5 star rating,"Me and my group had lunch here and it CHANGED OUR LIVES. We're from NY and have had our share of chicken and waffles, but the sweet potato waffle with fried chicken I had today ranks pretty high. The waffle was sweet but not overpowering and was perfectly paired with the crunchy chicken. It kind of melted in your mouth and left you satisfied. My friend and I shared a cheesecake as well which was unbelievably moist and rich and the sweet potato texture and flavor shone. We tried a lot of different things on the menu and loved everything! The ambience is really laidback and warm, and the store sells natural hair products and jewelry too which is great. The service was also really attentive and friendly so we felt right at home. Definitely a place with a lot of love and community pride and we will be back soon!"
6/17/2019,4 star rating,Stopped here for brunch and really enjoyed this place. We were waited on by Steve who gave us samples of their black eye pea and collard green soup which was really good; also sampled the sweet potato cheese cakeyummy!! We had sweet potato pancakes and chicken wings which were seasoned to perfection!! The DJ had the place rockin'!! Very nice!!
1/23/2020,5 star rating,I met the owner in Best Buy from my sales associate he was scared to approach her so I did. Then I came to the shop and fell in love.  Her moms is a sweetheart show them some love Detroit very professional staff I know sweet potato is they thing but the chess pie  is the bomb too and the black eye pie and collards soup is delicious.
12/23/2016,5 star rating,"1st off the vegan 3 bean soup is AMAZING!! Also order a Pecan Sweet Potato Pie, Sweet Potato Pie, Peach Cobbler and Sweet Potato Cookies! I definitely recommend!"
1/22/2016,4 star rating,"If you haven't been here for brunch yet, you're missing out! My boyfriend and I went here before a show at Redord Theatre since it is right across the street. We sat down and our waitress was super friendly. I ordered the Daddy-O which is three large sweet potato pancakes with house-made spiced turkey sausage patties. It was HUGE and absolutely wonderful. You MUST try this. My boyfriend has the chop meal with the sweet potato grits which he really enjoyed as well!I was very impressed with our service and the place filled up quickly (it is small) but if you go early, you should be able to get a seat. The only reason I docked a star is because my mom ordered pies for Christmas from here and when we went to have them after Christmas dinner, we realized our plain cheesecake was actually a sweet potato cheesecake which bummed out my brother and the lemon chess pie wasn't your traditional lemon chess. We didn't really like it due to the fact that it had a cornmeal taste to it, but I don't want to downplay the quality of their desserts based on this fact alone. Contrary to the lemon chess, the Peach Cobbler I was told by everyone that had it, was the best peach cobbler they had ever had. So I'd recommend the Peach Cobbler over the Lemon Chess if you're looking for holiday (or just because you love it) pies :)"
11/9/2019,5 star rating,"This is a truly ""sweet"" place to hang out, eat, and shop.  My two sisters, our family friend, and my mom had lunch there yesterday.  Oh my God!!!  I fell in love with the atmosphere, the owners, the service, the food, and, and and, everything about my experience at this hot spot.  It's mind blowing.  Our food was like love with a kiss from heaven served on a plate.  Not to mention that I now have a new edition to my family Germane, the owners's son.  He was charming, sweet, intelligent, entertaining, kind, cute as a button, and just like family.  If you haven't already been, do yourself a favor and visit Sweet Potato Sensations soon.  Sunday's they offer entertainment and free cake.  Nothing's better than free cake.  Enough said!!!!"
8/12/2020,1 star rating,"Food is nasty, Servers were rude... Bad experience all together, I won't be back. Don't see how they got so many stars??????"
4/4/2017,5 star rating,"This place is so good.I usually get their pies at Eastern Market but I happened to be in the neighborhood and stopped in for some lunch. Lucky for me, even though I didn't plan it, it was Waffle Wednesday!  The stars aligned just for me. And so, I couldn't allow myself to order anything other than chicken and waffles (which are otherwise only a weekend affair!)A beautifully spiced sweet potato waffle (one of the best I've had) accompanied three beautifully fried, perfectly juicy chicken wings. It was way too big of a portion for lunch. I ate all of it.I also ate the sample of soup they kindly brought me (collard greens and black eyed peas), and it was super delicious. I also walked out with a stack of their mini pies.I have no self control.The moral of the story is, if you're like me and also have no impulse control, it's all worth it...and if you're feeling guilty, no one you know will say no to mini pies. And you're supporting a lovely small business, so really, what could be wrong about that? Exactly. (I'm good at rationalizing, can you tell?)Get here now!"
10/8/2017,5 star rating,"I had never tasted sweet potato pancakes before today. They're delicious!!!  If you're in Detroit, do your stomach a favor and stop here for a meal. Although I'm a southern lady, I don't like grits. So my travel Buddy devoured my sweet potato grits while I choked down on my sweet potato pancakes & salmon croquettes (you get two big patties). Yum!!!"
4/23/2015,5 star rating,"We stopped by before a show at the Redford Theatre, and they stayed open a little later than their normal hours for us, which was nice.  We all ordered the sweet potato cheesecake which was seriously the best cheesecake I've ever eaten.  Not too sweet with the perfect creamy texture...seriously, never make cheesecake yourself.  Order this one and take it to your next party!  We also took home a dozen cookies - red velvet and chocolate chip, both of which were chewy, sweet goodness.  We actually bake, but these were JUST like homemade...if not better.  The young lady working the counter was very nice as well. Check them out!"
2/19/2017,5 star rating,"After church, it's time to grub.The sweet potato pancakes were amazing. The sweet potatoe pie is really good.!"
5/5/2019,5 star rating,"Great place. Great food and staff.   The food is nice and hot, and is full of flavor.  I had the catfish, with Grits, eggs and sweet potato pancakes.  I was really impressed with the entire plate.  My wife had turkey pork chops and sweet potato grits  which was out of this world.  This will definitely be a place on my roster of restaurants in the future.  It is unbelievable this fantastic restaurant was only a mile from where I grew up and it is outstanding."
2/2/2015,5 star rating,It's been a LONG time since my tastebuds have done a happy dance like this before and it is all in thanks to that sweet potato cheesecake pie. I will tell you that you won't find another cheesecake like this (not even at that place in 12 oaks mall). I urge anyone looking for a sweet new experience to try it!!!I wasn't a huge fan of their sweet potato muffins but that may have been because the sweet potato cheesecake trumps all.The location is right across the street from the Redford Theater so you can catch a flick AND follow up with your sweet tooth.I'm looking forward to having more locals (and everyone else) try this place and grow to like it as much as I do. It does not disappoint.
3/30/2019,5 star rating,The food was awesome!! Very tasty! I ate the salmon croquettes and sweet potato waffle. So good!
4/17/2011,4 star rating,"Stopped by here yesterday after visiting Motor City Java House and picked up some miniature (2"" diameter) pies -- sweet potato, lemon chess, and pecan.  Did this based on a recommendation from a friend, even though I'm not much of a pie fan.  The reason I'm not generally a big pie fan is the crust.  It always seems dry or slightly burned or doughy or... something not quite right.  But Sweet Potato Sensations crust is delicious!  My guess is that this means they use lard in their crust, which is fine by me.  Now, for the fillings.  Sweet potato - good; not too sweet, light and fluffy.  Pecan - good; sweet and nutty without being goopy at all.  Lemon chess - out of this friggin' world! - beautiful custard texture, lemony without the slightest acidity."
12/17/2016,4 star rating,"Such a sucker for sweet potatoes, and even a bigger sucker for sweets. I drove 40 min from AA just to get myself some pie, and that pie did not disappoint! It has tables that are waited on, or you can get food to go. Mini sweet potato pie $3 (4.5/5) - Really was a pleasant surprise. Couldn't give it 5/5 because this was my sweet potato pie cherry. But my goodness it was yummy! On the sweeter side but how could pies not be sweet. It was rich and full of sweet potato flavors. I can't say I regret driving 40 min to try this. Sweet potato pancakes (3.5/5) - Could have been 4/5 if the pancake middle was not just uncooked batter :( For the two of the three pancakes that were cooked through, it was really fluffy and delicious on a cold winter Detroit day. However, my only complaint about the flavor is that it's a bit too heavy on pumpkin spice. At one point I felt like I was eating pumpkin spice pancake as it overpowers the sweet potato flavor. But for texture it really is yummy. Fluffy and slightly crunchy on the edge.I do think this place is worthwhile a visit. For someone who doesn't know the area well (like me) I have to say a little Asian girl does kind of stick out like a sore thumb in the surrounding area. So I probably won't be back but glad that I got to try such delicious pie."
3/23/2017,4 star rating,"I had J.T's Special which is a Belgian sweet potato waffle and three whole Amish chicken wings. The waffle and wings were great. I also had the sweet potato cake, and it's good also."
8/20/2016,5 star rating,Sweet Potato Sensations is a long-time Detroit gem. Nestled in a quaint corner in northwest Detroit in an eclectic and artsy neighborhood across from the Historic Redford Theatre. The food is delicious. The menu has expanded tremendously over the last few years with a varied menu of breakfast and lunch items. As one who does not particularly care for sweet potatoes. I'm amazed at the delicious creations. My fave being the cake and chocolate chip cookies with or without nuts. The family-owned and operated business is full of love that comes through in all aspects of the business! In addition to dining sufficiently they have creative Detroit-based artists who display and sell various wears and wares!  Just an all around great spot.
11/18/2018,5 star rating,"Sweet Potato Sensations is a gem. From the chicken and sweet potato waffles to the soup to the salmon croquettes, grits and and sweet potato pancakes, we could not get enough of each dish. And not only are our bodies nourished, but our spirits are too. The entire restaurant is incredibly warm (and smells heavenly) and Esby took such good care of us. We cannot wait to drive up from Chicago for another visit!"
7/3/2017,5 star rating,"The best part about eating out is discovering the culture that can exist in cuisine alone. Sweet potato sensations is a hot spot for Black culture, conversation, and art. Each time I go I'm reminded how beautiful it is that food can bring great minds, talents, and conversations together under one roof. Outside of the warm ambience the food & staff reminds me of Sunday Dinners at my Grandmother's home. Warm, friendly, and wise. My favorite is the chicken and sweet potato waffle."
6/22/2017,1 star rating,The server was kind & polite however the service she provide was terrible she gave me warm water I ask for ice for my water and never received it I ordered orange juice with my meal & never got it when paying for my food did she offer me orange juice I don't need it now I finished my meal! All of that being said the food was delicious but the service is terrible & bad
5/3/2016,4 star rating,"Pairs great with a night at The Redford Theatre across the street. Mayor and City Council, this block is a great example for the city and deserves high praise! I had a mini sweet potato pie. It was tasty, and the service was nice. However I had no idea they served more than desserts, so I guess I have to go back and check out the rest of the menu soon. As others have mentioned, it seems like they stay open later than the posted hours when there's an event across the street."
10/16/2018,5 star rating,Love this place - amazing pies and sandwiches and the staff are truly great. Always look forward to visiting Sweet Potato Sensations when I am in the area.
3/20/2016,5 star rating,"The only thing that could make this better would be pralines.  Everything is good.  The waffles and fried wings are to die for.  The soups are good. The deserts - wonderful.  The staff?  Friendly, engaging, outgoing, informative and caring."
